30184072;20742798;29;29;2;;11592716;1;5036;307,3;307,3;;;1228226;1714;;;1623
30196110;20742796;24;24;1;2;11592732;1;5014;15,9;15,9;;;1228226;1713;;;1623
30196087;20742796;1;1;2;2;11592732;1;5001;52,1;63,4;;2004;1228226;1714;;;1623
30196088;20742796;2;2;2;2;11592732;1;5001;48,3;72,1;;;1228226;1714;;;1623
30196089;20742796;3;3;2;2;11592732;1;5001;25,3;38,9;;;1228226;1714;;;1623
30184044;20742798;1;1;2;2;11592716;1;5001;78,4;93,7;;1994;1228226;1714;;;1623
32415687;32415686;1;;;;;0;5000;70,0;200,0;;;;;;;
32232304;32232303;1;;1;;;1;5025;81,5;81,5;;;;1714;;;
35034765;35034764;1;;1;;;1;5027;75,2;75,2;;;;;;;
35365750;35365749;1;;1;;;1;5024;350,8;701,5;;;;1714;3,4;;1623
32603644;32603643;1;;1;;;1;5012;5,0;5,0;;;;1714;2,7;;
32048259;32048258;1;;1;;;1;5027;12,0;12,0;;;;1714;;;
31752973;31752972;1;;1;;;1;5016;53,0;53,0;;;;1714;;;
32872947;32872946;1;;1;;19137287;1;5000;96,1;262,1;;;;1714;;;1623
33650650;31774783;11;11;2;1;19138151;1;5001;41,0;48,5;2017;2017;;1715;;;
33650651;31774783;12;12;3;2;19138151;1;5001;41,3;50,0;2017;2017;;1715;;;
33650670;31774783;31;31;1;;19138151;1;5036;372,3;372,3;2017;2017;;1717;;;
33650653;31774783;14;14;3;2;19138151;1;5001;59,8;70,1;2017;2017;;1715;;;
33650654;31774783;15;15;3;2;19138151;1;5001;38,9;56,7;2017;2017;;1715;;;
33650655;31774783;16;16;3;2;19138151;1;5001;48,8;75,7;2017;2017;;1715;;;
33650656;31774783;17;17;3;2;19138151;1;5001;63,5;84,0;2017;2017;;1715;;;
33650657;31774783;18;18;3;2;19138151;1;5001;41,0;48,8;2017;2017;;1715;;;
33650658;31774783;19;19;4;3;19138151;1;5001;41,3;49,5;2017;2017;;1715;;;
33650660;31774783;21;21;4;3;19138151;1;5001;59,8;70,0;2017;2017;;1715;;;
33650644;31774783;5;5;2;1;19138151;1;5001;41,3;49,5;2017;2017;;1715;;;
33650645;31774783;6;6;2;1;19138151;1;5001;53,6;66,6;2017;2017;;1715;;;
33650646;31774783;7;7;2;1;19138151;1;5001;59,8;70,0;2017;2017;;1715;;;
34736746;34736745;1;;1;;;1;5000;175,5;203,2;;;;1714;;;1623
35351761;35351760;1;;;;;0;5014;135,0;135,0;;;;;;;
35351749;35351748;1;;;;;0;5027;315,0;315,0;;;;;;;
35351751;35351750;1;;1;;;1;5014;98,0;98,0;;;;1714;2,4;;1623
32455789;23260934;3;2;;;11596088;0;5046;78,0;78,0;;;;;;;1623
32208319;32208318;1;;;;;0;;0,0;;;;;;;;
32300454;32300453;1;;1;;;1;5025;877,8;877,8;;;;1714;;;
29183275;23259415;1;1;2;;11618359;0;5000;36,7;64,7;;;;1714;;;1623
29183276;23259415;2;2;2;;11618359;0;5027;45,2;45,2;;;;1714;;;1623
29183277;23259416;1;;2;;11618367;0;5000;114,7;223,4;;;;1714;;;1623
29183278;23259417;1;;1;;;0;5027;36,4;36,4;;;;1713;;;
29183285;23259422;1;;1;;;1;5027;112,7;112,7;1979;1979;;1714;;;1623
29183289;23259424;1;;1;;11618375;0;5000;188,5;235,4;;;;1714;;;1623
29183292;23259425;1;;2;;11618391;0;5000;79,5;224,5;;;;1714;;;1623
29183295;23259427;1;;0;;11618405;0;5027;30,0;30,0;;;;1717;;;
29183300;23259430;1;;1;;;0;5027;19,5;19,5;;;;1714;;;
29183301;23259431;1;;1;;11618421;0;5000;52,2;57,3;;;;1714;;;1623
29183390;23259489;1;;1;;;0;5027;59,2;59,2;;;;1714;;;
29183396;23259493;1;;1;;11617662;1;5000;61,5;117,6;;;;1714;;;1623
29183404;23259495;2;2;1;;11617654;0;5046;28,0;30,0;;;;1714;;;1623
29183406;23259497;1;;1;;;0;5027;18,0;18,0;;;;1714;;;
29186547;23260965;1;;2;;11613730;0;5000;89,6;156,6;;;;1714;;;1623
29186549;23260967;1;;1;;;0;5028;45,0;45,0;;;;1714;;;
29186552;23260968;1;;1;;11620051;0;5000;60,7;60,7;1983;1983;;1714;;;1623
29186554;23260968;2;;1;;11620051;0;5026;85,7;85,7;;1983;;1714;;;1623
29186555;23260969;1;;1;;;0;5014;24,3;24,3;;;;1714;;;
29186562;23260972;1;;2;;11620078;0;5000;98,2;210,2;;;;1714;;;1623
29186563;23260973;1;;1;;;0;5027;66,0;66,0;;;;1714;;;
29186566;23260974;1;;1;;19138992;1;5000;40,7;73,6;2013;2013;;1714;;;1623
29186568;23260975;1;;1;;11613691;0;5000;146,0;217,1;;;;1714;;;1623
29186569;23260976;1;;1;;;0;5027;145,0;145,0;;;;1714;;;
29186570;23260977;1;;1;;;0;5014;15,7;15,7;;;;1714;;;
29186573;23260978;1;;1;;;0;5027;12,0;12,0;;;;1714;;;
29186575;23260979;1;;1;;;0;5027;50,0;50,0;;;;1713;;;
29186577;23260980;1;;1;;;0;5026;33,4;33,4;;;;1714;;;
32081344;23262022;4;4;1;;11591167;1;5022;58,0;58,0;;;;;;;
29195180;23279375;1;;1;;;0;5027;39,6;39,6;;;;1714;;;
29195252;23279426;1;;1;;;0;5027;24,0;24,0;;;;1714;;;
29195259;23279429;1;;1;;;0;5026;83,0;83,0;;;;1714;;;
29195262;23279431;1;;1;;;0;5027;38,7;38,7;;;;1714;;;
29195265;23279432;1;;2;;11635369;0;5000;98,0;182,5;2005;;;1714;;;1623
29195271;23279434;1;;1;;11635334;0;5000;89,9;129,0;;;;1714;;;1623
30113132;23279435;1;;1;;;0;5027;62,3;62,3;;;;1714;;;
30113135;23279438;1;;1;;19134563;0;5000;90,6;118,1;;;;1714;;;
30113136;23279439;1;;1;;;0;5026;270,0;270,0;;;;1714;;;
29195276;23279440;1;1;1;;11635440;0;5000;106,9;137,1;2004;;;1714;;;1623
31166152;23279440;2;2;1;;11635440;0;5027;69,3;69,3;;;;1714;;;1623
29195278;23279441;1;;1;;;0;5014;13,5;13,5;;;;1714;;;
29195280;23279443;1;;2;;11635512;0;5000;121,0;232,4;;;;1714;;;1623
29195282;23279445;1;;2;;;0;5027;35,1;35,1;;;;1714;;;
29195284;23279446;1;;1;;;0;5027;383,8;383,8;;;;1714;;;
29195285;23279447;1;;1;;;0;5039;51,8;51,8;;;;1714;;;
29195287;23279448;1;;1;;;0;5026;129,0;129,0;;;;1714;;;
29195290;23279451;1;;1;;11635270;0;5000;66,2;156,0;;;;1714;;;1623
29195294;23279452;1;;2;;11635598;0;5000;15,3;225,4;;;;1714;;;1623
29195300;23279455;1;;2;;11635601;0;5000;123,6;203,0;;;;1714;;;1623
29195301;23279456;1;;1;;;0;5027;69,6;69,6;;;;1714;;;
29183973;23259811;1;;1;;11607462;0;5000;63,9;120,5;;;;1714;;;1623
29195304;23279458;1;;1;;;0;5027;60,4;60,4;;;;1714;;;
29195305;23279459;1;;1;;;0;5027;39,5;39,5;;;;1714;;;
29195308;23279461;1;;1;;11635636;0;5000;56,8;81,0;1985;;;1714;;;1623
31166154;23279461;2;;1;;11635636;0;5027;44,8;44,8;;;;1714;;;1623
29195311;23279463;1;;1;;;0;5027;50,7;50,7;;;;1714;;;
29195312;23279464;1;;1;;;0;5027;87,1;87,1;;;;1714;;;
29195313;23279465;1;;1;;;0;5028;46,4;46,4;;;;1714;;;
29195316;23279467;1;;1;;;1;5026;1192,0;1446,5;;;;1714;;;1623
29195318;23279468;1;;1;;;0;5027;50,0;50,0;;;;1714;;;
29195319;23279469;1;;1;;;0;5027;30,0;30,0;;;;1714;;;
29195326;23279470;1;;2;;11583342;0;5028;167,5;167,5;;;;1714;;;
29195327;23279471;1;;1;;;0;5027;25,2;25,2;;;;1714;;;
29195332;23279473;1;;1;;;0;5028;51,8;51,8;;;;1714;;;
29195336;23279474;1;;1;;;0;5027;20,0;20,0;;;;1714;;;
29195344;23279475;1;;1;;;0;5028;53,6;53,6;;;;1714;;;
29195345;23279476;1;;1;;11643434;0;5000;70,3;103,8;1973;;;1714;;;1623
29189624;23262261;1;;1;;;0;5027;35,8;35,8;;;;1714;;;
30112390;23262266;1;;1;;;0;5023;30,2;30,2;;;;1714;;;
29189630;23262268;1;;2;1;11592619;0;5000;196,2;316,3;1997;;;1714;;;1623
29189638;23262269;1;;2;;11588620;0;5000;76,4;96,9;2001;2001;;1714;;;1623
29189656;23262280;1;;1;2;11588743;0;5008;524,2;711,9;;;;1714;;;1623
29189668;23262282;1;;2;1;11592872;0;5000;85,5;159,5;;;;1715;;;1623
29189671;23262283;1;;1;;;0;5027;10,8;10,8;;;;1714;;;
29189673;23262284;1;;2;;11592635;0;5000;115,0;209,7;2004;;;1714;;;1623
29189676;23262287;1;;1;;;0;5027;16,6;16,6;;;;1714;;;
29189678;23262288;1;;2;1;11592899;0;5000;107,8;156,2;;;;1715;;;1623
29189684;23262291;1;;1;;11592902;0;5000;96,6;159,0;;;;1714;;;1623
29189693;23262297;1;;1;;11592945;0;5000;110,1;136,0;1996;;;1714;;;1623
29189694;23262298;1;;2;;11592929;0;5000;138,0;183,3;;;;1714;;;1623
29189696;23262300;1;;1;;;0;5027;18,9;18,9;;;;1714;;;
29189702;23262304;1;;2;;11592953;0;5000;109,1;163,2;2004;;;1714;;;1623
29189712;23262310;1;;2;;11592937;0;5000;152,0;253,0;;;;1714;;;1623
29189718;23262312;1;;1;;;0;5027;14,0;14,0;;;;1714;;;
29189722;23262315;1;;1;;;0;5027;60,0;60,0;;;;1714;;;
29189723;23262316;1;;2;;11592830;0;5000;111,4;176,6;;;;1714;;;1623
29189724;23262317;1;;2;;11592848;0;5000;74,1;147,2;;;;1714;;;1623
29189725;23262318;1;;1;;;0;5027;30,0;30,0;;;;1714;;;
29189729;23262321;1;;1;;;0;5027;56,0;56,0;;;;1714;;;
29189730;23262322;1;;1;;;0;5027;104,0;104,0;;;;1714;;;
30112392;23262325;1;;2;;;0;5020;87,5;87,5;2004;2004;;1716;1,8;;
31468845;23262325;2;;1;;;0;5014;70,4;70,4;;2004;;1714;;;
31468846;23262325;3;;1;;;0;5012;11,8;11,8;;2004;;1714;;;
29189745;23262331;1;;1;;;0;5027;115,5;115,5;;;;1714;;;
29189750;23262332;1;;1;;11588689;0;5000;85,0;92,5;;1995;;1714;;;1623
29189751;23262333;1;;1;;;0;5027;285,0;285,0;;;;1714;;;
29189754;23262336;1;;1;;;0;5027;60,0;60,0;;;;1714;;;
29189757;23262338;1;;1;;;0;5057;18,0;18,0;;;;1714;;;
29189761;23262341;1;;0;;11588697;0;5000;160,3;200,4;;;;1717;;;1623
29189769;23262346;1;;1;;11592660;0;5000;66,9;123,5;;;;1714;;;1623
29189770;23262347;1;;1;;;0;5027;18,0;18,0;;;;1714;;;
29189784;23262360;1;;1;;11588735;0;5016;503,0;503,0;2001;2001;;1714;4,5;;1623
31498426;23262360;2;;1;;11588735;0;5005;922,0;922,0;2001;2001;;1714;;;1623
29189788;23262362;1;;1;;11588719;0;5000;57,0;86,6;2003;1950;;1714;;;1623
29189791;23262363;1;;1;;;0;5027;98,3;98,3;;;;1714;;;
29189792;23262364;1;;1;;;1;5027;85,0;85,0;2000;;;1714;2,4;;1623
29189794;23262366;1;;1;;;0;5016;7432,0;7432,0;;;;1714;8,0;;1623
31492034;23262366;2;;2;1;;0;5008;672,0;771,2;;;;1715;;;1623
29189797;23262370;1;;1;;;0;5009;186,5;204,9;;;;1714;;;
29189801;23262372;1;;1;;11609317;0;5000;109,0;131,2;;;;1714;;;1623
29189806;23262375;1;;1;;;0;5027;35,0;35,0;;;;1714;;;
29189811;23262378;1;;1;;;0;5026;77,0;77,0;1990;1996;;1714;;;
29189813;23262379;1;;1;;;0;5027;59,5;59,5;;;;1714;;;
29184764;23260184;1;;1;;;0;5026;68,5;68,5;;;;1714;;;
29184768;23260186;1;;2;;11620612;0;5000;67,0;121,6;;;;1714;;;1623
29184769;23260187;1;;1;;;0;5027;52,0;52,0;;;;1714;;;
29184773;23260190;1;;1;;;0;5027;39,6;39,6;;;;1714;;;
28530888;23261536;108;108;2;2;11589324;1;5008;22,1;22,1;1991;;1228226;1714;;;1623
28530890;23261536;109;109;2;;11589324;1;5009;79,0;79,0;1990;1995;1228226;1714;;;1623
28530892;23261536;110;;1;;11589324;1;5036;0,0;62,1;;;1228226;;;;1623
28530894;23261536;201;201;3;1;11589332;1;5001;52,6;62,1;;;1228226;1715;;;1623
28530896;23261536;202;202;3;1;11589332;1;5001;65,6;74,0;;1991;1228226;1715;;;1623
28530906;23261536;207;;1;;11589332;1;5036;0,0;54,7;;;1228226;;;;1623
28530908;23261536;208;;2;;11589332;1;5036;0,0;7,4;;;1228226;;;;1623
30954205;23261537;3;3;2;1;11589316;1;5001;45,6;63,7;;;1228226;1715;;;1623
30954206;23261537;4;4;2;1;11589316;1;5001;49,0;59,3;1995;;1228226;1715;;;1623
30954207;23261537;5;5;3;2;11589316;1;5001;45,6;63,7;1998;;1228226;1715;;;1623
30954209;23261537;7;7;3;2;11589316;1;5001;45,6;63,7;;;1228226;1715;;;1623
30954210;23261537;8;8;3;2;11589316;1;5001;49,6;63,7;2002;;1228226;1715;;;1623
30954211;23261537;9;9;4;3;11589316;1;5001;49,6;58,1;1995;;1228226;1715;;;1623
30954212;23261537;10;10;4;3;11589316;1;5001;45,6;61,1;2006;;1228226;1715;;;1623
30954213;23261537;11;11;4;3;11589316;1;5001;45,6;63,1;2005;;1228226;1715;;;1623
30954214;23261537;12;12;4;3;11589316;1;5001;45,6;62,5;1993;;1228226;1715;;;1623
29187912;23261563;1;;1;;;1;5016;1767,2;1767,2;;;;1714;4,5;;
29187913;23261564;1;;1;;;0;5038;0,0;37,1;;;;1714;;;
29187916;23261566;1;;1;;;0;5020;134,2;134,2;;;;1714;5,0;;
29187919;23261567;1;1;1;;11589359;0;5020;333,1;333,1;;;;1714;5,0;;1623
31349304;23261567;2;2;3;1;11589359;0;5006;182,7;182,7;;;;1715;;;1623
29187923;23261570;1;;2;;11589146;0;5000;102,3;194,7;1990;1990;;1714;;;1623
29187924;23261571;1;;1;;;0;5014;70,0;70,0;;;;1714;;;
30112396;23262382;1;;1;;;0;5027;68,4;68,4;;;;1714;;;
29189815;23262383;1;;1;;11591108;0;5000;92,5;107,4;1973;1973;;1714;;;1623
29189816;23262384;1;;1;;;0;5014;49,0;49,0;;;;1714;;;
29189818;23262385;1;;1;;11588590;0;5000;78,4;82,0;;;;1714;;;1623
29189822;23262387;1;;1;;;0;5027;23,4;23,4;;;;1714;;;
29189826;23262389;1;;1;;11591116;1;5000;55,7;213,1;;;;1714;;;1623
31307695;23262391;3;;1;2;11591124;0;5008;56,0;56,0;;;;1714;;;1623
28522888;23261538;2;2;2;2;11589294;1;5001;55,8;70,8;1995;;;1714;;;1623
28522892;23261538;4;4;3;1;11589294;1;5001;55,0;71,0;1999;;;1715;;;1623
28522898;23261538;7;;1;;11589294;1;5036;0,0;49,8;;;;;;;1623
28522872;23261539;1;1;2;2;11589278;1;5001;55,8;70,3;1994;1991;1228226;1714;;;1623
28522874;23261539;2;2;2;2;11589278;1;5001;54,0;70,3;1995;;1228226;1714;;;1623
28522878;23261539;4;4;3;1;11589278;1;5001;55,8;71,7;1995;1995;1228226;1715;;;1623
28522884;23261539;7;;1;;11589278;1;5036;0,0;49,8;;;1228226;;;;1623
28521535;23261540;1;1;2;2;11589251;1;5001;51,5;72,0;2000;2005;1228226;1714;;;1623
28521538;23261540;2;2;2;2;11589251;1;5001;55,8;71,2;2000;2006;1228226;1714;;;1623
28521540;23261540;3;3;3;1;11589251;1;5001;55,8;73,2;2000;1995;1228226;1715;;;1623
28521544;23261540;5;5;4;2;11589251;1;5001;55,1;70,5;2002;1993;1228226;1715;;;1623
28521458;23261541;1;1;2;2;11589235;1;5001;58,3;68,3;;;1228226;1714;;;1623
28521460;23261541;2;2;2;2;11589235;1;5001;47,0;56,8;;;1228226;1714;;;1623
28521462;23261541;3;3;3;1;11589235;1;5001;60,0;68,3;2000;;1228226;1715;;;1623
28521464;23261541;4;4;3;1;11589235;1;5001;47,0;56,8;;;1228226;1715;;;1623
28521466;23261541;5;5;4;2;11589235;1;5001;58,3;68,3;2003;2003;1228226;1715;;;1623
28521468;23261541;6;6;4;2;11589235;1;5001;47,0;56,8;;1993;1228226;1715;;;1623
28521470;23261541;7;;1;;11589235;1;5036;0,0;104,3;;;1228226;;;;1623
30954233;23261542;3;3;3;3;11589219;1;5001;48,7;58,5;1997;;5609020;1715;;;1623
30954234;23261542;4;4;3;2;11589219;1;5001;62,9;73,6;2002;;5609020;1715;;;1623
29187871;23261543;1;;2;;11591574;0;5000;128,2;220,1;2008;;;1714;;;1623
29187874;23261545;1;;2;;11591582;0;5000;72,0;136,0;;;;1714;;;1623
30112317;23261546;1;;1;;;0;5014;44,3;44,3;;;;1714;;;
30112318;23261547;1;;2;;11589154;0;5000;100,0;169,0;1995;;;1714;;;1623
29187879;23261548;1;1;1;;11589162;0;5000;100,0;136,7;;;;1714;;;1623
29187882;23261548;3;2;1;;;0;5014;0,0;46,6;;;;1714;;;1623
29187887;23261549;1;;1;;11589189;0;5000;0,0;94,2;;;;1714;;;1623
29187893;23261550;1;;2;;11589090;0;5000;235,0;278,0;;;;1714;;;1623
29187895;23261552;1;;1;;;1;5016;3569,5;3569,5;;;;1714;5,2;;
29187896;23261553;1;;1;;;0;5016;886,4;886,4;;;;1714;5,6;;
29187897;23261554;1;;1;;;0;5016;960,0;960,0;;;;1714;4,5;;
29187900;23261555;1;;1;;11589197;0;5009;679,0;679,0;;;;1714;;;
29187905;23261557;1;;1;;;0;5020;330,0;330,0;;1999;;1714;5,6;;
29187906;23261557;2;;1;;;0;5020;136,0;136,0;;;;1714;5,1;;
29187908;23261559;1;;1;;;1;5035;136,5;136,5;;;;1714;;;
29187911;23261562;1;;1;;;1;5016;709,2;709,2;2005;;;1714;4,5;;
29184860;23260226;1;;1;;11619509;0;5000;107,7;180,9;;;;1714;;;1623
29184863;23260228;1;;2;;11619487;0;5000;118,9;265,8;;;;1714;;;1623
29184865;23260229;1;;1;;;0;5026;146,0;146,0;;;;1714;;;
29184866;23260230;1;;1;;;0;5027;35,0;35,0;;;;1714;;;
29184868;23260231;1;;1;;;0;5027;87,0;87,0;;;;1717;;;
29184880;23260237;1;;1;;11619479;0;5027;115,8;115,8;;;;1714;;;
29184883;23260238;1;;1;;11619444;0;5000;93,9;113,7;1992;;;1714;;;1623
29184884;23260239;1;;1;;;0;5027;46,8;46,8;;;;1714;;;
29184890;23260241;1;;1;;;0;5027;147,7;147,7;;;;1714;;;
29189933;23262480;1;;1;;;0;5039;17,8;17,8;;;;1714;;;
29189934;23262481;1;;1;;;0;5039;31,3;31,3;;;;1714;;;
29189938;23262484;1;;1;;;0;5041;72,0;72,0;;;;1714;5,0;;
29189940;23262486;1;;1;;;1;5014;16,7;16,7;;;;1714;;;
29189941;23262487;1;;1;;;1;5014;18,1;18,1;;;;1714;;;
29189945;23262489;1;;2;;11593976;0;5000;56,0;123,0;;;;1714;;;1623
29189946;23262490;1;;2;;11591566;0;5000;204,8;307,2;2000;;;1714;;;1623
29189950;23262492;1;1;2;;11593968;0;5046;122,4;180,9;;;;1714;;;1623
31261795;23262492;2;2;2;;11593968;0;5046;79,4;137,9;;;;1714;;;1623
29189954;23262493;1;;2;;11593984;0;5000;87,2;157,4;;;;1714;;;1623
29189956;23262494;1;;1;;;0;5014;74,4;74,4;;;;1714;;;
29189958;23262495;1;;2;;11593992;0;5000;85,5;148,0;;;;1714;;;1623
29189959;23262496;1;;1;;;0;5027;14,0;14,0;;;;1714;;;
30212875;23260243;2;2;2;1;11619436;1;5046;84,9;93,1;;;;1715;;;1623
29184896;23260244;1;;1;;;0;5027;147,5;147,5;;;;1714;;;
29184897;23260245;1;;1;;;0;5027;95,0;95,0;;;;1714;;;
29184898;23260246;1;;1;;;0;5027;95,4;95,4;;;;1714;;;
29184901;23260247;1;;1;;;0;5035;4,0;4,0;;;;1714;;;
29184902;23260248;1;;1;;;0;5035;102,3;102,3;;2006;;1714;;;
29184905;23260249;1;;1;;;0;5057;50,0;50,0;;;;1714;;;
29184914;23260251;1;;1;;;0;5039;5,0;5,0;;;;1714;;;
29184918;23260252;1;;1;;;0;5027;66,0;66,0;;;;1714;;;
29184923;23260255;1;;1;;;0;5027;57,0;57,0;;;;1714;;;
29184926;23260256;1;;2;;11619401;0;5000;82,4;132,0;;;;1714;;;1623
29184927;23260257;1;;1;;;0;5026;164,0;164,0;;;;1714;;;
29184932;23260259;1;;1;;19136370;1;5000;91,9;163,1;;;;1714;;;1623
29189962;23262497;1;;2;;11593615;0;5000;129,4;262,1;;;;1714;;;1623
29189963;23262498;1;;1;;;0;5027;21,2;21,2;;;;1714;;;
29189964;23262499;1;1;2;;11593593;0;5046;87,5;153,7;;;;1714;;;1623
29189971;23262501;1;;1;;;0;5027;10,0;10,0;;;;1714;;;
29189978;23262503;1;;1;;;0;5027;212,8;212,8;;;;1714;;;
29189980;23262504;1;;1;;11593585;0;5000;120,4;163,5;;1987;;1714;;;1623
29189982;23262505;1;;2;;11593607;0;5000;107,9;208,7;;;;1714;;;1623
29189989;23262510;1;;2;;11588557;0;5000;78,7;161,5;2001;;;1714;;;1623
29184779;23260193;1;;1;;11620647;0;5000;78,0;130,6;2000;;;1714;;;1623
30112249;23260194;1;;2;;11620655;0;5000;89,3;192,5;2004;;;1714;;;1623
29184788;23260197;1;;2;;11620663;0;5000;97,3;193,4;;;;1714;;;1623
29184791;23260198;1;;1;;11620698;0;5000;38,7;58,4;;;;1714;;;1623
29184796;23260200;1;;1;;;1;5027;38,2;38,2;;;;1714;;;
29184797;23260201;2;;3;;11620710;1;5000;94,8;261,0;;;;1714;;;1623
29184798;23260202;1;;2;;;1;5027;82,4;82,4;;;;1714;;;
29184800;23260203;1;;1;;;0;5027;14,7;14,7;;;;1714;;;
29184806;23260206;1;;1;;;0;5026;61,5;61,5;;;;1714;;;
29184814;23260208;1;1;2;;11620981;1;5001;105,2;114,0;;;;1714;2,5;;1623
31272087;23260208;2;2;3;;11620981;1;5001;94,5;119,6;1985;1985;;1716;2,6;;1623
29184815;23260209;1;;2;;19135802;0;5000;89,9;161,9;;;;1714;;;1623
29184818;23260211;1;;2;;;0;5000;59,7;93,7;;;;1714;;;1623
29184820;23260212;1;;1;;;0;5027;80,0;80,0;;;;1714;;;
29184823;23260213;1;;1;;;0;5027;32,2;32,2;;;;1714;;;
29184828;23260214;1;;2;;11620965;0;5000;126,6;172,2;2010;2000;;1714;;;1623
29184834;23260217;1;;1;;;0;5027;118,6;118,6;;;;1714;;;
29184843;23260220;1;1;1;;11619550;0;5046;97,3;161,5;;;;1714;;;1623
31316411;23260220;2;2;2;;11619550;0;5046;68,3;101,0;;;;1716;;;1623
29184846;23260221;1;;2;;11619533;0;5000;159,8;215,5;1988;1988;;1714;;;1623
29184851;23260222;1;;1;;;0;5027;78,8;78,8;;;;1714;;;
29184852;23260223;1;;1;;;0;5027;58,0;58,0;;;;1714;;;
29184855;23260224;1;;0;;11619517;0;5000;105,2;207,8;;;;1714;;;1623
29184858;23260225;1;;1;;;0;5026;45,0;45,0;;;;1714;;;
29189832;23262391;2;2;1;2;11591124;0;5008;46,4;46,4;;;;1714;;;1623
31307696;23262391;4;;1;2;11591124;0;5008;44,8;44,8;;;;1714;;;1623
29189833;23262392;1;;1;;;1;5014;733,0;733,0;2016;2016;;1714;4,0;;
