138540643;11026826;193;594/2;25;166678,68;570073,88;
138540499;11026826;193;1234/14;111;166739,78;570176,37;
138540507;11026826;193;1234/18;250;166665,39;570314,74;52
138540491;11026826;193;605/12;894;166604,93;570398,06;52
108085960;11026826;197;549/4;1988;165819,34;576263,47;21
138540519;11026826;193;1234/24;523;167401,83;569434,31;52
138540525;11026826;193;1261/2;489;166643,71;570522,50;53
138540517;11026826;193;1234/23;257;167354,65;569479,79;
138540467;11026826;193;605/9;19594;166731,22;570311,49;55
138540521;11026826;193;1234/25;50;166777,82;569795,04;
138540471;11026826;193;605/11;416;166729,04;570254,79;52
138540655;11026826;193;455/4;116;167088,90;569595,23;52
138540481;11026826;193;609/1;11017;166762,48;570261,09;52
138540505;11026826;193;1234/17;121;166707,43;570303,84;52
138540632;11026826;193;532/8;57;167005,40;569658,01;
138540515;11026826;193;1234/22;4780;166670,41;569975,30;51
138540606;11026826;193;529/1;7823;166963,65;569723,22;54
138540630;11026826;193;532/7;1105;167014,73;569668,74;52
138540637;11026826;193;593/1;255;166681,29;570091,45;52
138540628;11026826;193;532/6;9;167015,23;569651,19;
20847472;11026826;184;453;208;171324,45;575543,45;
20867294;11026826;189;534/2;260;171231,12;574643,71;
138540523;11026826;193;1261/1;1382;166614,93;570491,18;53
138540604;11026826;193;526/9;19;166929,45;569711,86;52
138540609;11026826;193;529/2;114;166960,62;569692,69;
138540509;11026826;193;1234/19;3220;166768,85;570195,99;55
68968350;11026826;189;346/22;13;170358,86;575737,90;67
68968352;11026826;189;346/23;1290;170362,47;575741,78;67
20867601;11026826;189;596/2;2319;171376,03;573936,50;46
20850777;11026826;184;1107;140;169829,64;576217,10;
20850780;11026826;184;1108;755;169834,75;576208,05;
63080796;11026826;184;865/5;1073;170048,83;576675,07;
63206545;11026826;184;549/4;641;170966,70;575813,29;
20859207;11026826;187;1057;1127;168229,38;576723,40;21
133132370;11026826;188;534/6;41;168975,39;574498,78;
133132374;11026826;188;534/7;14;168971,11;574507,16;
130631368;11026826;186;510/24;579;169845,09;577112,16;59
130631366;11026826;186;510/23;386;169856,56;577121,55;56
134912549;11026826;193;1092/4;2025;167428,83;572294,34;32
20856741;11026826;187;537/8;1023;168338,02;575834,32;
20847615;11026826;184;499/1;632;171126,95;575357,56;59
20847617;11026826;184;499/2;109;171118,50;575366,89;59
20847622;11026826;184;501;248;171152,90;575319,85;
20847632;11026826;184;504;673;171145,95;575349,50;
20847636;11026826;184;505/2;270;171148,35;575381,40;
20847642;11026826;184;506;90;171142,48;575385,96;
20847649;11026826;184;509;571;171131,00;575426,95;52
20847654;11026826;184;510;805;171134,30;575457,85;
20847669;11026826;184;514;1708;171093,03;575449,76;56
20847673;11026826;184;515;692;171084,15;575448,90;56
20847677;11026826;184;517;282;171127,10;575492,55;
20847682;11026826;184;519;200;171148,50;575475,55;
20847704;11026826;184;521/2;501;171138,40;575495,40;
20847717;11026826;184;525;254;171072,28;575493,23;
20847726;11026826;184;528;249;171160,65;575553,95;
20847730;11026826;184;529;282;171165,85;575545,55;
20847734;11026826;184;530;208;171143,90;575538,37;
20847737;11026826;184;531;472;171147,01;575549,82;
20847744;11026826;184;533/1;1437;171102,55;575545,83;
20847756;11026826;184;535;381;171139,60;575584,65;
20847766;11026826;184;537/2;203;171136,73;575599,18;
20847776;11026826;184;538/3;644;171122,51;575602,54;
20847788;11026826;184;539/2;1575;171136,64;575781,69;67
20847792;11026826;184;540;1746;171107,30;575750,35;38
20847796;11026826;184;541;282;171100,74;575742,84;22
20847807;11026826;184;543/2;822;171056,33;575854,67;
20847817;11026826;184;543/5;547;171034,70;575834,10;
20847821;11026826;184;544;1298;171001,66;575767,30;63
20847836;11026826;184;546/2;370;170923,88;575857,39;
20847857;11026826;184;550/3;1202;171016,03;575804,97;
20847875;11026826;184;553/1;740;170960,64;575837,67;
20847878;11026826;184;553/2;414;170936,32;575853,27;
20847880;11026826;184;554/2;677;170962,11;575869,53;
20847883;11026826;184;554/3;165;170985,18;575853,12;
20847885;11026826;184;554/4;828;171002,25;575846,95;
20847891;11026826;184;554/6;116;170958,65;575861,45;
20847893;11026826;184;555/1;248;170960,20;575907,10;
20847895;11026826;184;555/2;815;170972,75;575901,40;
20847910;11026826;184;555/6;174;170957,36;575909,64;
20847916;11026826;184;557;275;170995,40;575935,30;
20847918;11026826;184;558;435;171017,54;575906,75;
20847921;11026826;184;559;298;171019,90;575920,55;
20847923;11026826;184;560;328;171033,33;575909,72;
20847926;11026826;184;561;232;171033,05;575886,51;
20847933;11026826;184;563/1;806;171031,04;575940,44;
20847935;11026826;184;563/2;79;171017,50;575942,75;
20847937;11026826;184;563/3;30;170993,36;575945,10;
20847943;11026826;184;565;320;171074,90;575914,05;
20847945;11026826;184;566;275;171053,15;575917,25;
20847948;11026826;184;567;306;171059,77;575924,43;
20847950;11026826;184;568;254;171039,55;575929,35;
20847954;11026826;184;569;276;171047,38;575938,96;
20847969;11026826;184;573;695;171003,81;575954,10;
20847974;11026826;184;574;360;171009,03;575970,55;
20847988;11026826;184;579/1;316;170962,10;575961,55;
20847990;11026826;184;579/2;318;170993,21;575989,37;
20847992;11026826;184;579/3;320;170955,82;576000,90;
20848011;11026826;184;584/1;625;170799,07;575754,40;67
20848013;11026826;184;584/2;491;170803,51;575766,49;67
20848017;11026826;184;585/2;466;170807,40;575777,51;67
20848019;11026826;184;585/3;1690;170829,16;575828,15;67
20848027;11026826;184;587;680;170938,47;575920,61;
20848032;11026826;184;589;158;170888,40;575884,15;
20848034;11026826;184;590;540;170904,87;575854,59;
20848055;11026826;184;596;519;170885,85;575944,00;
20848061;11026826;184;598;526;170912,40;575995,53;
20848077;11026826;184;599/2;149;170946,82;576057,81;
20848079;11026826;184;600/1;163;170948,93;576031,42;
20848084;11026826;184;601;759;170932,75;576064,18;
20848089;11026826;184;602;162;170904,70;576054,50;
20848100;11026826;184;605;215;170854,05;576082,55;
20848109;11026826;184;606/1;52;170832,90;576106,30;
20848127;11026826;184;609;230;170851,98;576116,28;
20848133;11026826;184;611/1;207;170854,92;576102,43;
20848135;11026826;184;611/2;220;170818,48;576124,01;
20848140;11026826;184;613;945;170803,34;576086,25;
20848147;11026826;184;614;136;170787,15;576024,15;
20848157;11026826;184;615/2;1193;170775,16;576043,11;60
20848161;11026826;184;616;469;170807,75;576015,00;76
20848163;11026826;184;617;749;170822,65;576039,60;76
20848166;11026826;184;618/1;577;170821,07;576029,84;30
20848172;11026826;184;619;1324;170777,95;576068,52;
20848174;11026826;184;620;829;170893,90;576035,10;
20848178;11026826;184;621;226;170867,35;576052,10;
20848195;11026826;184;623/2;2000;170777,29;576009,59;70
20848201;11026826;184;625;910;170694,25;575932,15;16
20848218;11026826;184;629;272;170700,25;575907,10;69
20848221;11026826;184;630;688;170679,89;575907,45;69
20848231;11026826;184;632/1;255;170667,10;575940,94;
20848234;11026826;184;632/2;1423;170679,50;575965,94;
20848237;11026826;184;633;148;170689,25;575981,95;
20848242;11026826;184;635;44;170672,42;576060,90;
20848244;11026826;184;636;1115;170650,65;575979,95;
20848246;11026826;184;637;972;170637,90;575940,15;
20848248;11026826;184;638;7228;170599,70;575978,20;
20848273;11026826;184;642/2;999;170538,01;575970,89;
20848275;11026826;184;642/3;639;170532,33;575944,91;
20848282;11026826;184;642/4;680;170549,77;575938,13;
20848294;11026826;184;646;1097;170785,15;576111,30;
20848299;11026826;184;647;907;170763,55;576091,50;
20848306;11026826;184;649;1280;170729,76;576174,41;
20848310;11026826;184;650/2;33;170719,55;576189,35;
20848312;11026826;184;650/3;37;170701,95;576200,95;
20848314;11026826;184;650/4;75;170711,78;576194,40;
20848316;11026826;184;650/5;54;170694,91;576206,09;
20848323;11026826;184;650/8;83;170729,85;576183,10;
20845436;11026826;184;41;1532;171387,93;575374,46;56
57291953;11026826;189;238/14;38;170385,47;574652,78;
135448368;11026826;190;206/4;1855;170137,39;573046,22;65
20924681;11026826;205;514/2;1598;164328,98;575951,44;20
20861334;11026826;188;333/9;4165;169623,54;574470,44;59
138308287;11026826;184;175/7;626;171017,04;576675,20;
130128507;11026826;195;411/1;1331;167419,89;574902,44;59
20882176;11026826;193;1382;7060;167370,77;571413,73;19
20845408;11026826;184;31;7349;171508,11;575671,82;55
20845411;11026826;184;32;1281;171498,00;575642,70;
20845413;11026826;184;33;792;171476,15;575663,15;
20845415;11026826;184;34;716;171457,65;575615,50;
20845417;11026826;184;35;959;171456,65;575639,65;
20845423;11026826;184;37;296;171451,95;575455,80;
20845425;11026826;184;38;2625;171406,30;575445,95;60
20845429;11026826;184;39/1;11960;171282,70;575437,90;56
20845431;11026826;184;39/2;174;171303,53;575512,16;56
20845433;11026826;184;40;853;171398,96;575387,95;52
20845438;11026826;184;42;1839;171257,30;575452,70;59
20845441;11026826;184;43/1;1731;171233,10;575452,25;32
20845444;11026826;184;43/2;497;171259,30;575373,55;32
20845447;11026826;184;44/1;1643;171313,25;575379,00;46
20845449;11026826;184;44/2;2465;171294,45;575344,45;56
20845451;11026826;184;44/3;561;171281,18;575312,49;46
20845453;11026826;184;44/4;257;171350,90;575380,15;46
20845455;11026826;184;44/5;1172;171277,40;575437,55;67
20845457;11026826;184;45;3142;171524,64;575363,34;59
20845466;11026826;184;46;2960;171499,06;575390,98;39
20845470;11026826;184;47;34444;171494,48;575476,45;26
20845473;11026826;184;48;5097;171564,40;575730,80;26
20845476;11026826;184;49;5775;171584,90;575570,90;22
20845489;11026826;184;53;12;171196,05;575933,09;
20845495;11026826;184;55;154;171239,39;575962,12;
20845498;11026826;184;56;336;171275,17;575949,71;
20845504;11026826;184;58;186;171290,99;575934,10;
20845509;11026826;184;59;203;171307,24;575947,65;
20845522;11026826;184;61;30;171309,05;575930,20;
20845525;11026826;184;62;41;171313,40;575920,35;
20845528;11026826;184;63;116;171282,50;575932,70;52
20845533;11026826;184;64;311;171318,80;575899,40;38
20845550;11026826;184;65/4;824;171297,90;575765,21;20
20845553;11026826;184;65/5;847;171277,01;575750,76;20
20845556;11026826;184;65/6;850;171266,09;575724,54;19
20845560;11026826;184;65/7;915;171265,80;575701,40;20
20845566;11026826;184;65/9;41;171384,64;575726,82;
20845568;11026826;184;65/10;842;171342,43;575762,93;20
20845572;11026826;184;65/11;48;171332,58;575746,33;
20845589;11026826;184;70/1;24;171350,51;575743,03;
20845594;11026826;184;71;412;171442,00;575754,05;63
20845596;11026826;184;72;240;171454,95;575764,50;63
20845598;11026826;184;73;1052;171481,15;575724,25;32
20845604;11026826;184;75;457;171495,05;575808,35;26
20845606;11026826;184;76;346;171487,55;575802,15;63
20845608;11026826;184;77;786;171489,25;575785,55;59
20845616;11026826;184;80;358;171471,05;575803,75;63
20845637;11026826;184;82/3;12;171430,74;575889,78;
20845656;11026826;184;85;310;171399,18;575884,88;26
20845662;11026826;184;87;191;171375,18;575904,36;59
20845696;11026826;184;96;53;171382,19;575946,55;
20845698;11026826;184;97;110;171424,89;575914,06;
20845751;11026826;184;104;71;171522,89;575840,46;
20845767;11026826;184;109/1;61;171426,12;575990,00;
20845778;11026826;184;110/1;92;171423,23;575985,91;
20845794;11026826;184;113;288;171391,51;575989,70;
20845831;11026826;184;117/2;34;171360,30;576034,90;
20845850;11026826;184;118/2;140;171386,45;576044,30;
20845852;11026826;184;118/3;191;171375,90;576038,39;
20845858;11026826;184;120;1299;171451,95;576039,08;
20845862;11026826;184;121;40;171471,00;576007,50;
20845866;11026826;184;123/1;710;171429,56;576063,87;
20845909;11026826;184;132;629;171367,85;576172,89;
20845914;11026826;184;133;835;171331,78;576210,41;
20845925;11026826;184;134/2;255;171383,50;576219,85;
20845940;11026826;184;136/1;694;171367,45;576234,29;
20845942;11026826;184;136/2;989;171354,26;576261,10;
20845951;11026826;184;137/2;372;171363,05;576241,35;
20845953;11026826;184;138/1;799;171315,16;576239,61;
20845956;11026826;184;138/2;882;171349,48;576216,45;
20845958;11026826;184;139;242;171356,50;576294,14;
20845961;11026826;184;140/1;27;171299,61;576266,36;
20845964;11026826;184;140/2;736;171326,68;576280,48;
20845967;11026826;184;141;86;171341,67;576320,20;
20845979;11026826;184;142/1;38;171312,69;576334,85;
20845981;11026826;184;142/2;405;171281,91;576289,05;
20845983;11026826;184;143;1692;171289,06;576297,38;
20845986;11026826;184;144/1;2638;171314,53;576299,25;
20845989;11026826;184;144/2;468;171315,66;576326,12;
20845992;11026826;184;145;1937;171283,05;576337,10;
20845995;11026826;184;146/1;1101;171325,80;576398,95;
20845998;11026826;184;146/2;400;171308,30;576374,15;
20846000;11026826;184;147;100;171271,25;576314,90;
20846003;11026826;184;148;1253;171283,70;576355,15;
20846011;11026826;184;149/1;825;171292,70;576382,25;
20846014;11026826;184;149/2;131;171246,90;576368,65;
20846017;11026826;184;150;838;171248,15;576438,25;
20846022;11026826;184;151;468;171216,15;576423,05;
20846024;11026826;184;152;715;171248,30;576417,95;
20846026;11026826;184;153/1;1503;171267,19;576455,90;
20846028;11026826;184;153/2;1071;171294,35;576450,05;
20846031;11026826;184;154;805;171227,91;576450,56;
20846039;11026826;184;156;978;171193,43;576445,83;
20846047;11026826;184;159/1;1018;171237,35;576497,90;
20846050;11026826;184;159/2;1039;171208,65;576507,35;
20846053;11026826;184;160/1;819;171219,90;576534,00;
20846055;11026826;184;160/2;814;171193,05;576543,07;
20846057;11026826;184;161;639;171284,00;576509,69;
20846064;11026826;184;162;3253;171265,25;576523,25;
20846069;11026826;184;163;715;171234,73;576574,37;
20846073;11026826;184;164/1;1210;171195,18;576588,02;
20846076;11026826;184;164/2;234;171210,65;576618,00;38
20846080;11026826;184;166/1;1708;171129,15;576685,65;67
20846082;11026826;184;166/2;1070;171153,28;576632,11;
20846084;11026826;184;167;4044;171193,82;576677,21;38
20846086;11026826;184;168;19853;171139,60;576691,95;38
20846088;11026826;184;169;1007;170970,92;576949,19;56
20846090;11026826;184;170;1643;171075,84;576721,38;22
20845312;11026826;184;1;805;171533,30;575410,70;
20845319;11026826;184;3;824;171541,05;575424,00;
20845322;11026826;184;4;609;171565,85;575449,05;
20845325;11026826;184;5;803;171564,05;575462,80;
20845330;11026826;184;6;958;171545,25;575481,80;56
20845335;11026826;184;7;233;171550,76;575507,50;
20845338;11026826;184;8;319;171546,95;575485,25;32
20845343;11026826;184;10;180;171565,35;575483,95;
20845346;11026826;184;11;164;171577,05;575479,30;
20845348;11026826;184;12;80;171581,20;575499,25;
20845350;11026826;184;13/1;382;171564,30;575511,30;
20845356;11026826;184;14;1038;171562,60;575538,55;46
20845361;11026826;184;15;272;171574,11;575487,02;
20845368;11026826;184;17;605;171279,95;575274,70;38
20845372;11026826;184;18;597;171256,75;575305,35;37
20845375;11026826;184;19;194;171259,55;575317,20;
20845379;11026826;184;20;534;171256,95;575331,65;45
20845382;11026826;184;21;1373;171239,15;575405,45;32
20845384;11026826;184;22;1377;171263,05;575469,75;67
20845388;11026826;184;23;516;171260,50;575501,35;
20845390;11026826;184;24;288;171281,34;575488,38;22
20845400;11026826;184;27;521;171335,46;575523,94;
20845402;11026826;184;28;861;171455,10;575514,05;
20845404;11026826;184;29;218;171481,85;575545,95;
20847315;11026826;184;420;1092;171248,60;575601,95;
20847317;11026826;184;421;675;171274,45;575620,05;
20847321;11026826;184;422;715;171278,50;575593,25;
20847330;11026826;184;425;495;171318,05;575595,60;
20847332;11026826;184;426;997;171372,72;575608,89;69
20847335;11026826;184;427;1069;171345,03;575633,17;20
20847344;11026826;184;428/2;121;171293,19;575634,81;
20847347;11026826;184;429;51;171288,78;575640,19;
20847349;11026826;184;430;898;171321,99;575663,79;
20847361;11026826;184;431/2;224;171288,67;575725,12;
20847368;11026826;184;432/2;949;171301,08;575681,59;
20847401;11026826;184;436/2;821;171332,55;575699,30;
20847405;11026826;184;437/1;739;171345,35;575667,07;63
20847417;11026826;184;439/2;530;171411,03;575641,77;69
20847419;11026826;184;439/3;807;171414,57;575612,72;69
20847426;11026826;184;439/5;473;171432,82;575642,02;56
20847430;11026826;184;440/1;405;171411,99;575564,45;55
20847432;11026826;184;440/2;930;171415,40;575588,80;59
20847434;11026826;184;440/3;654;171390,77;575586,42;19
20847437;11026826;184;440/4;73;171366,99;575590,18;
20847439;11026826;184;441;295;171384,60;575565,56;55
20847441;11026826;184;442;242;171352,25;575534,45;
20847445;11026826;184;443;545;171354,35;575529,40;69
20847447;11026826;184;444;212;171359,95;575512,60;55
20847449;11026826;184;445;2577;171392,65;575531,05;66
20847452;11026826;184;446;250;171377,65;575549,23;63
20847454;11026826;184;447;461;171326,45;575580,95;
20847456;11026826;184;448;685;171352,60;575572,55;
20847461;11026826;184;449;330;171354,95;575550,15;
20847463;11026826;184;450;375;171312,69;575572,54;
20847470;11026826;184;452;233;171326,10;575559,20;
20847475;11026826;184;454;499;171335,40;575547,52;
20847478;11026826;184;455;416;171309,91;575556,34;
20847480;11026826;184;456/1;144;171305,24;575556,94;
20847482;11026826;184;456/2;53;171301,64;575556,51;
20847485;11026826;184;456/3;90;171299,83;575565,06;
20847488;11026826;184;457;337;171279,46;575535,25;
20847491;11026826;184;458;445;171303,50;575521,30;
20847494;11026826;184;459;313;171278,75;575521,10;
20847497;11026826;184;460;980;171279,40;575561,30;
20847511;11026826;184;465;843;171247,94;575563,81;
20847514;11026826;184;466;446;171205,96;575557,99;
20847525;11026826;184;469;404;171154,03;575467,14;
20847528;11026826;184;470;437;171186,35;575479,75;
20847532;11026826;184;471;348;171157,00;575449,60;
20847537;11026826;184;472;288;171170,39;575448,26;
20847552;11026826;184;477/1;1058;171183,20;575396,96;
20847556;11026826;184;477/2;970;171206,50;575391,70;
20847558;11026826;184;477/3;1809;171196,75;575358,90;
20847560;11026826;184;478;1415;171203,05;575331,40;
20847562;11026826;184;479;411;171229,11;575323,05;
20847565;11026826;184;480;482;171178,39;575304,50;19
20847567;11026826;184;483/1;371;171103,50;575222,51;
20847569;11026826;184;484;1090;171205,45;575275,10;
20847571;11026826;184;488;4968;171148,70;575265,56;
20847585;11026826;184;492;446;171084,91;575215,11;31
20847587;11026826;184;493;701;171154,40;575296,65;
20847597;11026826;184;496/1;391;171126,15;575272,90;
20847602;11026826;184;496/3;1316;171087,85;575251,32;46
20847610;11026826;184;497/2;1124;171082,87;575297,50;56
20847612;11026826;184;498/2;366;171145,62;575317,08;
20846154;11026826;184;179/3;122;171086,95;576586,74;
20846161;11026826;184;180/1;79;171095,16;576575,26;
20846175;11026826;184;180/4;58;171108,63;576582,87;
20846192;11026826;184;182/5;45;171179,33;576446,89;63
20846194;11026826;184;182/6;1369;171163,23;576482,11;63
20846199;11026826;184;183/1;45;171180,24;576485,71;
20846201;11026826;184;183/2;1139;171132,91;576634,71;
20846203;11026826;184;184;1581;171125,26;576531,24;
20846205;11026826;184;185;444;171097,08;576499,57;
20846214;11026826;184;186/2;275;171008,33;576511,20;
20846216;11026826;184;186/3;286;170997,48;576526,55;
20846218;11026826;184;186/4;53;171011,11;576521,73;
20846220;11026826;184;186/5;2139;170976,18;576507,93;
20846228;11026826;184;188;3899;171075,20;576534,80;70
20846234;11026826;184;190;170;171009,50;576599,80;
20846242;11026826;184;191/2;265;171020,71;576615,10;
20846245;11026826;184;191/3;1527;170990,65;576612,36;
20846254;11026826;184;192/1;58;170997,87;576652,38;
20846263;11026826;184;195;1838;170884,40;576667,30;
20846268;11026826;184;197;463;170906,76;576639,41;
20846270;11026826;184;198;3477;170819,05;576685,25;
20846272;11026826;184;199;297;170835,60;576643,65;
20846274;11026826;184;200;583;170895,85;576544,21;
20846276;11026826;184;202;1803;170834,15;576599,35;
20846278;11026826;184;203;228;170821,40;576608,90;
20846280;11026826;184;204;5167;170791,90;576633,95;
20846282;11026826;184;205;391;170774,75;576603,60;
20846284;11026826;184;206;462;170800,43;576681,34;
20846286;11026826;184;207;3898;170744,74;576667,67;
20846288;11026826;184;208;6015;170752,50;576583,35;
20846293;11026826;184;213;1769;170905,20;576527,96;
20846295;11026826;184;214;545;170855,60;576468,75;
20846297;11026826;184;215;434;170866,00;576492,60;
20846302;11026826;184;216/1;62;170998,69;576539,44;
20846304;11026826;184;216/2;276;170985,98;576543,52;
20846306;11026826;184;216/3;135;170980,09;576559,71;
20846308;11026826;184;216/4;237;170969,94;576546,21;
20846310;11026826;184;216/5;40;170960,21;576548,25;
20846312;11026826;184;216/6;231;170957,67;576536,69;
20846314;11026826;184;216/7;43;170946,33;576538,46;
20846316;11026826;184;216/8;237;170944,23;576528,58;
20846318;11026826;184;216/9;329;170942,21;576508,74;
20846335;11026826;184;222;3720;170847,49;576441,21;
20846341;11026826;184;225;883;170926,30;576395,60;
20846351;11026826;184;229;3988;171074,61;576375,76;67
20846357;11026826;184;231;100;171077,50;576458,13;63
20846370;11026826;184;232/1;4644;171135,48;576472,03;70
20846382;11026826;184;232/3;109;171127,44;576513,02;
20846385;11026826;184;232/4;215;171082,37;576468,18;
20846388;11026826;184;232/5;48;171093,45;576476,54;
20846419;11026826;184;237;6;171122,22;576368,05;63
20846428;11026826;184;239;2227;171150,17;576429,65;70
20846431;11026826;184;240;703;171167,55;576381,95;70
20846447;11026826;184;242;61;171242,48;576281,30;
20846449;11026826;184;243;1160;171225,27;576297,76;
20846454;11026826;184;244/2;410;171230,47;576324,54;
20846457;11026826;184;245;310;171201,77;576319,29;
20846474;11026826;184;249;236;171174,52;576313,60;
20846476;11026826;184;250;224;171150,00;576304,30;
20846480;11026826;184;251/1;213;171148,84;576313,69;
20846490;11026826;184;252;266;171142,60;576299,95;
20846496;11026826;184;254;332;171134,75;576281,88;
20846503;11026826;184;256;348;171123,41;576264,32;
20846517;11026826;184;259/1;2555;171116,74;576308,80;
20846519;11026826;184;259/2;87;171102,75;576309,45;
20846526;11026826;184;261/1;112;171082,10;576305,20;
20846528;11026826;184;261/2;257;171066,60;576298,85;
20846530;11026826;184;261/3;172;171100,35;576313,30;
20846532;11026826;184;261/4;152;171128,20;576325,85;
20846544;11026826;184;265;217;171080,74;576248,85;
20846551;11026826;184;267;786;171092,38;576216,09;
20846558;11026826;184;269;254;171125,81;576214,55;
20846560;11026826;184;270;459;171144,85;576198,10;
20846565;11026826;184;271;377;171131,80;576202,02;
20846574;11026826;184;272/2;63;171155,41;576181,46;
20846578;11026826;184;273;666;171160,06;576188,68;
20846589;11026826;184;276;212;171173,15;576237,35;
20846593;11026826;184;277;868;171166,95;576229,65;
20846600;11026826;184;279;309;171125,70;576239,00;
