23260071;20868775;58
23260072;20868775;89
23260074;20868763;115
23260075;20868763;173
23260076;20868763;148
23260078;20868752;156
23260079;20868735;218
23260080;20868735;98
23260080;20868739;162
23260082;20870237;140
23260083;20870237;79
23260085;133922837;93
23260086;133922837;120
23260087;20870211;149
23260088;20870211;78
23260091;20869718;101
23260093;20869726;179
23260094;51820572;165
23260096;20869689;216
23260097;20869654;113
23260098;20869654;156
23260099;20869654;49
23260101;20869675;177
23260102;20869672;164
23260103;52372388;67
23260104;52372388;44
23260105;20869569;24
23260106;20869625;183
23260110;20869569;243
23260111;20869569;150
23260114;20869542;194
23260115;20869542;153
23260115;20869558;51
23260116;20869542;176
23260116;20869558;96
23260118;135932711;69
23260119;135932711;124
23260121;69113805;56
23260122;20869507;140
23260123;20869507;83
23260123;20869523;83
23260124;20869523;205
23260125;138715573;151
23260126;138715573;179
23260127;20869459;147
23260128;20869340;168
23260130;20868842;131
23260131;20868842;57
23260133;20868849;160
23260134;20868849;190
23260135;20868849;95
23260136;57034888;264
23260137;20869348;126
23260138;20869348;130
23260139;20869348;75
23260140;20869346;180
23260141;20869386;171
23260142;20869386;266
23260143;20869386;201
23260144;20869386;392
23260145;20869386;161
23260146;20869386;51
23260147;20869386;28
23260148;20869405;185
23260149;20869386;255
23260150;20869405;220
23260151;20869405;207
23260152;20869405;164
23260153;20869397;174
23260155;20869436;197
23260155;20869439;197
23260156;20869436;173
23260157;20869436;24
23260158;20869450;157
23260159;57034888;18
23260160;20869488;151
23260161;138869569;90
23260162;138869569;125
23260164;20869431;340
23260165;20862568;273
23260166;20862568;136
23260167;20862568;146
23260168;20862923;123
23260168;20862926;123
23260169;20862914;79
23260170;20869592;366
23260171;20869592;108
23260172;20862519;109
23260173;20862519;89
23260174;20862519;20
23260175;20862509;65
23260176;20869365;160
23260176;20869375;104
23260178;125620043;188
23260179;20869303;115
23260182;20862941;266
23260184;20862941;132
23260184;20862946;132
23260186;20863096;184
23260187;20863096;80
23260188;20863096;52
23260190;20863096;59
23260191;134729727;78
23260192;20863106;99
23260193;20862888;32
23260194;20862834;60
23260195;130475443;86
23260196;20862745;68
23260197;20862755;52
23260198;20862748;155
23260199;20862752;96
23260200;56806166;40
23260201;56806166;99
23260202;52741829;92
23260203;20862707;42
23260204;20862707;170
23260205;20862707;120
23260206;138898532;151
23260208;138898532;134
23260209;50068931;86
23260209;138898537;3
23260210;20862874;170
23260211;20862874;30
23260211;20862876;99
23260212;20862874;55
23260212;20862876;39
23260213;20862814;70
23260214;20862814;126
23260215;20862804;126
23260216;20862804;25
23260217;20862730;120
23260218;20867868;122
23260219;20867868;112
23260220;20867868;177
23260221;20867852;119
23260222;34183799;48
23260222;34183803;48
23260223;20867852;68
23260224;20867793;174
23260225;20867791;112
23260226;20867788;88
23260227;20867799;108
23260228;40678581;106
23260229;134716873;325
23260230;134716877;40
23260231;134716871;105
23260232;134716873;319
23260234;130089465;161
23260235;20867751;239
23260237;20867745;135
23260238;20867657;96
23260239;20867657;64
23260240;20867637;144
23260241;20867635;266
23260243;20867603;123
23260244;20867601;214
23260245;20867601;130
23260246;20867591;62
23260246;20867601;62
23260247;136006057;7
23260248;136006057;120
23260249;136006045;29
23260250;20867496;149
23260251;20867485;50
23260252;20867496;224
23260253;20867496;141
23260254;20867496;118
23260255;20867491;40
23260256;20867487;149
23260257;20867487;218
23260258;62877880;121
23260259;130631355;124
23260260;20865716;66
23260262;20865716;19
23260263;20865684;248
23260265;20865684;70
23260266;20868199;753
23260267;20868196;753
23260268;20868193;752
23260269;20868190;753
23260270;20865684;70
23260271;20868187;540
23260272;20868184;541
23260273;20868181;541
23260274;20868178;540
23260275;20868202;845
23260276;20868205;845
23260277;20868208;845
23260278;20868211;845
23260279;20868214;845
23260280;20868217;845
23260281;20868220;845
23260282;20868223;845
23260283;20865658;28
23260284;20868226;845
23260285;20865658;667
23260285;20868229;231
23260286;20868232;845
23260287;20868235;845
23260288;20868238;845
23260289;20868241;845
23260299;20868172;538
23260300;20868175;541
23260304;20865759;166
23260305;20865759;100
23260306;20865781;97
23260307;20865776;92
23260308;20865574;533
23260309;20870178;126
23260310;20868722;65
23260311;20868722;215
23260312;20868722;118
23260313;20868722;10
23260314;20868719;104
23260315;20868714;114
23260316;20868711;119
23260317;20870196;94
23260319;20868703;127
23260320;20869815;80
23260321;137853928;89
23260322;20869847;111
23260323;20869857;391
23260324;20869890;154
23260325;20869884;248
23260326;20869918;103
23260327;20869928;72
23260330;20869938;171
23260333;20869942;46
23260334;20869847;40
23260336;20869833;208
23260337;20869790;104
23260337;53960142;104
23260338;53960142;83
23260339;53960142;72
23260340;20869836;37
23260341;20869836;161
23260342;20869839;87
23260343;20869826;130
23260344;20869820;243
23260345;20869820;36
23260346;20869976;183
23260348;20865783;126
23260349;20865786;20
23260350;20865790;133
23260352;20865813;38
23260352;20865823;38
23260353;20865810;76
23260354;20865857;264
23260355;20865853;115
23260355;20865855;115
23260356;20865853;91
23260357;20865853;160
23260358;20865934;148
23260359;20865934;97
23260363;20862008;71
23260364;136665800;206
23260365;136665800;45
23260366;20862014;69
23260367;20862024;232
23260368;20862436;83
23260369;20860885;231
23260370;20860885;74
23260371;20860954;152
23260372;20860918;205
23260373;20860899;56
23260374;20860899;139
23260375;20860899;67
23260376;20862460;282
23260377;20862460;217
23260379;20862460;76
23260380;20862473;26
23260381;20862493;58
23260383;20862499;40
23260384;20862497;130
23260385;20862430;33
23260386;20862415;148
23260386;20862418;148
23260387;20862418;186
23260388;20862408;36
23260389;20862408;137
23260390;20861056;183
23260391;54125709;111
23260392;138819525;45
23260394;20862625;34
23260395;20862625;61
23260396;20862625;202
23260397;20862621;293
23260398;20861081;66
23260399;20861095;92
23260400;20860932;80
23260401;20860927;110
23260402;20861224;213
23260403;20861192;194
23260404;20861141;119
23260405;20861013;281
23260406;50896889;68
23260406;52720989;141
23260407;52720992;284
23260408;52392246;19
23260409;20861001;69
23260410;20860980;300
23260411;20860978;22
23260412;20862641;170
23260413;20862646;131
23260414;20862649;210
23260416;20862653;16
23260417;20864725;180
23260419;20862656;23
23260420;20863175;147
23260421;20863175;129
23260422;107914200;157
23260423;35226798;14
23260424;20862288;15
23260425;107914196;102
23260426;20864457;128
23260427;20864457;73
23260427;20864461;73
23260428;20862299;53
23260429;20862297;262
23260430;20862297;11
23260433;20862297;152
23260434;20862302;37
23260435;54125696;90
23260438;20862335;78
23260439;136665800;101
23260440;136665800;35
23260441;20862004;136
23260442;20862004;34
23260443;20862024;96
23260444;20862014;75
23260445;20862024;101
23260446;20862019;91
23260447;20862061;152
23260448;51602924;141
23260449;51602928;57
23260450;20862052;92
23260452;20862052;99
23260453;20862104;21
23260454;20862104;142
23260455;135402166;7
23260456;20862098;128
23260457;20862326;349
23260458;20862326;343
23260459;20862326;133
23260460;20862281;119
23260461;20862281;359
23260462;20862281;67
23260463;20862270;39
23260464;20862270;147
23260464;20862273;147
23260465;20862268;10
23260466;20862240;41
23260467;20862345;151
23260468;20862345;332
23260469;20862343;29
23260470;20862240;160
23260471;20862215;120
23260473;20862215;25
23260474;20862172;21
23260475;20862172;42
23260476;20862172;98
23260477;20862172;190
23260487;20875027;73
23260488;20875027;45
23260489;20862845;13
23260490;20864461;27
23260492;52720989;24
23260496;20862052;203
23260497;20865684;13
23260499;20865655;739
23260499;20868244;739
23260499;20868247;739
23260501;20861998;165
23260503;20869201;44
23260504;92305740;76
23260506;20860648;123
23260507;20860648;99
23260508;20860747;20
23260509;20860744;84
23260510;20861459;161
23260511;20861459;80
23260512;20861655;180
23260516;56668255;142
23260517;20861246;151
23260518;20861269;158
23260519;92305778;138
23260520;20860773;66
23260521;20860773;135
23260522;20861413;266
23260524;20861955;37
23260525;20861340;151
23260527;20861334;47
23260527;20861344;112
23260528;20861334;160
23260528;20861344;30
23260529;20861303;120
23260530;20861290;72
23260531;136559732;15
23260532;136559732;216
23260533;136559729;117
23260534;20861336;58
23260535;20861556;85
23260536;20861554;58
23260537;20861559;81
23260539;20861559;170
23260540;20861559;122
23260541;20861559;52
23260542;20861559;49
23260543;20861620;240
23260545;20861620;578
23260546;20861620;456
23260547;20861620;123
23260548;20861620;144
23260549;20861504;72
23260550;20861491;190
23260553;133275872;165
23260554;133275872;111
23260555;20861468;98
23260556;20861468;120
23260557;20862139;204
23260560;20861887;301
23260561;20861878;38
23260562;20861891;32
23260565;20858325;136
23260567;20858388;151
23260568;20858369;258
23260569;20861859;108
23260570;20861865;195
23260570;20861869;140
23260571;20861875;47
23260572;20861843;94
23260573;20845457;62
23260574;20845457;163
23260575;20845457;390
23260576;20845457;1126
23260577;20845315;100
23260578;20845315;61
23260579;20845341;23
23260580;20845335;109
23260581;20845354;128
23260582;20845352;95
23260584;20845406;1470
23260585;20845406;867
23260586;20845419;23
23260587;20867022;138
23260589;20867040;52
23260590;20867040;189
23260591;40167557;115
23260592;20845375;142
23260593;20847518;27
23260594;20847514;85
23260595;20847507;170
23260597;20845384;255
23260598;20845392;122
23260599;20847501;90
23260600;20847488;92
23260601;20847504;19
23260602;20847497;31
23260603;20847497;168
23260604;20847305;120
23260605;20847317;128
23260606;20847317;32
23260607;20847312;87
23260608;20847300;104
23260609;20847287;128
23260610;20847290;122
23260611;20845564;123
23260612;20845560;166
23260613;20845556;189
23260614;20845560;45
23260615;20845553;120
23260616;20847368;187
23260617;20845395;25
23260618;20845395;96
23260619;20847441;36
23260620;20847441;108
23260622;20847456;309
23260623;20847472;94
23260624;20847463;106
23260625;20847323;243
23260626;20847341;198
23260627;20847434;121
23260628;20847332;135
23260629;20847335;177
23260630;20847349;177
23260631;20867453;53
23260632;20867453;16
23260634;20867406;364
23260635;20867406;213
23260637;20867406;135
23260638;20865716;16
23260639;20865684;450
23260640;20867386;220
23260641;20867386;43
23260642;20865709;93
23260644;57170711;166
23260645;20867389;773
23260647;20867389;211
23260649;138736513;157
23260650;20867142;40
23260652;20867144;82
23260653;20867144;194
23260654;56324761;283
23260655;56324764;72
23260656;56324769;39
23260657;20865586;153
23260658;20865584;8
23260659;20865581;102
23260662;20865591;188
23260663;20865570;102
23260663;20865589;70
23260664;20867323;76
23260665;20867336;86
23260666;20867336;208
23260669;20867344;109
23260670;20867361;138
23260672;20867373;210
23260673;20867368;101
23260674;20867326;15
23260675;20867328;131
23260678;20867313;182
23260679;20867313;117
23260680;52055890;138
23260681;20867296;116
23260682;20867296;17
23260683;20867303;115
23260684;133922787;131
23260685;20867381;150
23260686;20867292;20
23260687;20867294;260
23260688;20867285;76
23260689;20867265;105
23260690;20867253;134
23260691;20867255;111
23260693;20867230;121
23260695;20867230;167
23260696;20867217;66
23260697;20867222;65
23260698;20867210;87
23260699;20867158;85
23260700;20867160;70
23260703;20867156;72
23260704;20866149;71
23260705;20866109;76
23260706;20866154;87
23260707;20866154;104
23260708;20859885;212
23260712;20859766;212
23260713;20866154;94
23260714;130359812;180
23260715;20866026;137
23260716;20866036;29
23260717;20865983;133
23260718;20866064;266
23260721;57292020;6
23260721;57292147;50
23260729;20866380;172
23260730;20866380;81
23260731;20866352;201
23260733;20866354;88
23260734;20866354;45
23260736;20865959;174
23260737;20865959;88
23260738;20865959;127
23260739;20865959;23
23260740;20865968;61
23260742;20865968;83
23260744;20866170;172
23260745;20866203;184
23260746;57291953;11
23260749;20866185;223
23260750;20866197;89
23260751;20866228;121
23260752;20866242;145
23260752;20866244;145
23260754;20866248;291
23260755;20866201;100
23260756;20860694;102
23260757;20860694;14
23260759;20860686;154
23260761;20860831;244
23260763;20860831;142
23260764;20860800;43
23260765;20860810;118
23260767;20860715;89
23260768;20860661;238
23260770;20860661;23
23260771;20847357;106
23260772;20847377;171
23260773;20847401;113
23260774;20847394;77
23260776;20847426;116
23260777;52689912;374
23260778;62921461;509
23260779;92305740;119
23260780;92305740;35
23260781;20845541;135
23260782;20847388;360
23260784;51575288;120
23260786;20865485;107
23260787;20865466;98
23260788;20867005;80
23260789;54503929;30
23260792;20847579;60
23260793;20847581;10
23260794;20847581;8
23260795;20847599;58
23260796;20847579;22
23260797;20847575;172
23260798;20847569;1090
23260799;20847560;223
23260800;20847619;77
23260801;20847619;26
23260803;20847587;77
23260804;20847587;41
23260805;20847587;113
23260806;20847607;184
23260807;20847552;136
23260809;20847636;131
23260811;20847629;145
23260812;74796938;54
23260813;74796945;16
23260814;20847644;17
23260816;20847644;129
23260817;20847649;119
23260818;20847649;26
23260819;20847539;121
23260820;20847539;64
23260821;20847532;82
23260822;20847532;17
23260823;20847548;120
23260824;20847528;81
23260825;20847525;158
23260827;20847660;119
23260828;20847660;43
23260830;20866972;111
23260831;20866943;59
23260832;20866941;88
23260833;20866926;116
23260834;20866926;32
23260835;20847713;39
23260836;49874337;14
23260836;52055867;215
23260836;134561757;27
23260837;134561773;47
23260839;20847722;85
23260840;20847730;58
23260841;20847726;98
23260842;130469246;300
23260843;130469246;213
23260844;130469246;25
23260845;20847766;203
23260846;130469246;127
23260847;20847709;87
23260849;20847713;173
23260850;20847713;16
23260852;20847751;63
23260853;20847754;28
23260854;20847744;398
23260855;20847744;68
23260856;20866956;223
23260857;20866889;72
23260858;20866909;181
23260861;20867172;2205
23260861;20867175;194
23260861;20867178;539
23260861;20867196;546
23260861;20867199;250
23260862;130967650;24
23260863;52713171;72
23260864;20847821;167
23260866;50377036;24
23260867;20847814;121
23260868;50377030;226
23260869;20847857;139
23260870;20847817;116
23260871;20847811;111
23260872;20847807;119
23260873;20847885;92
23260874;20847880;181
23260875;20847875;110
23260876;20847898;107
23260877;20847895;90
23260878;20847918;109
23260881;20858386;36
23260883;20845568;95
23260884;20845550;105
23260886;20847332;7
23260887;20867013;311
23260888;20847548;81
23260889;20866926;59
23260892;20866463;320
23260893;20866452;126
23260894;20866452;120
23260895;20866465;93
23260895;134622290;140
23260896;20866533;106
23260896;20866537;106
23260897;20866533;64
23260897;20866537;64
23260899;20866524;74
23260900;20866524;76
23260901;20866518;38
23260902;20866518;20
23260903;20866629;137
23260904;20866617;155
23260904;20866627;115
23260908;20866697;184
23260910;20866689;97
23260911;20866689;30
23260912;20866689;115
23260914;20866623;106
23260915;20866623;137
23260916;20866625;129
23260919;20866768;15
23260920;20866768;65
23260921;20866763;76
23260921;20866772;41
23260922;20866776;25
23260923;20866276;254
23260924;57292053;41
23260925;57292090;25
23260926;57292090;35
23260927;20866545;123
23260928;20866564;19
23260929;20866574;115
23260930;20866559;139
23260932;20866719;105
23260933;20866719;135
23260934;20866733;197
23260935;20866741;147
23260936;20866743;48
23260938;20866837;277
23260939;20866831;57
23260940;20860430;110
23260941;20860441;96
23260942;20860432;144
23260943;92305670;144
23260945;92305670;32
23260946;92305670;144
23260947;20860461;182
23260948;20860482;126
23260949;20860482;238
23260950;20860391;114
23260951;20860391;82
23260951;92305725;83
23260952;92305701;35
23260953;92305701;15
23260954;20860394;170
23260955;20860490;134
23260956;20860486;165
23260957;92305769;120
23260958;92305794;132
23260959;92305794;62
23260960;92305794;126
23260961;20860381;89
23260961;92305794;11
23260962;20860511;136
23260964;20860511;101
23260965;20860503;142
23260966;20860511;10
23260967;92305670;29
23260968;20860545;113
23260968;20860547;113
23260969;20860550;48
23260971;20860591;110
23260972;20860591;175
23260973;20860591;98
23260974;56668253;47
23260975;20861826;158
23260976;20861826;223
23260977;130054910;18
23260978;20860278;21
23260979;20860278;79
23260980;20860278;111
23260981;20860278;95
23260984;20860288;139
23260985;20860288;113
23260987;20861814;80
23260989;20860259;28
23260992;20858459;51
23260993;20861787;138
23260994;20861787;116
23260995;20861808;284
23260996;20861787;40
23260997;20861724;121
23260998;20864708;11
23260999;20860064;143
23261000;20860060;97
23261001;100187203;234
23261002;100187203;234
23261005;20855149;88
23261005;20855155;88
23261008;20860194;505
23261010;20860242;60
23261011;20860194;165
23261012;100187231;100
23261013;100187231;60
23261015;100187231;100
23261017;126997143;106
23261019;126997146;203
23261021;20858384;64
23261021;20858433;64
23261022;125218697;42
23261023;125218695;51
23261024;20858437;149
23261025;20858437;128
23261026;20858437;37
23261027;20858437;76
23261028;20858437;388
23261030;20858527;20
23261031;20858527;139
23261033;20858519;87
23261034;20858519;27
23261036;20858548;85
23261036;20858560;85
23261038;20858532;299
23261041;20858546;110
23261042;20858562;149
23261043;20858823;151
23261044;20858810;109
23261046;20858573;82
23261047;20858817;134
23261049;20858801;68
23261050;20858801;15
23261051;20858751;92
23261052;20858756;75
23261053;20858804;23
23261054;20858804;15
23261055;92055149;171
23261057;20858544;62
23261061;20858787;105
23261063;20855149;136
23261063;20855155;136
23261063;20858835;136
23261066;20858598;17
23261067;20858835;14
23261069;20845740;138
23261070;20845610;236
23261071;137477626;139
23261073;36917471;263
23261074;20845640;138
23261075;127722135;227
23261076;41699088;358
23261077;41699088;61
23261077;41699091;138
23261078;41699091;30
23261079;127722137;172
23261080;20866813;201
23261081;20848420;69
23261082;20848420;244
23261084;20848437;144
23261086;57292128;150
23261087;57292128;14
23261088;57292079;77
23261089;57292079;32
23261091;131511699;105
23261092;20848514;164
23261094;131511682;92
23261095;20848518;58
23261097;20848521;107
23261098;20848521;49
23261099;131511567;210
23261100;131511618;98
23261101;133749826;84
23261103;131511690;132
23261104;131378439;123
23261105;20848263;130
23261107;131511632;135
23261108;131511640;40
23261109;20848487;161
23261110;35070769;104
23261112;86209445;3307
23261114;20848599;114
23261116;20848602;131
23261117;20848605;113
23261118;20848633;119
23261119;20848630;95
23261120;20848610;123
23261121;20848613;117
23261122;20848626;153
23261123;20848626;17
23261124;20848622;139
23261126;20848619;139
23261127;20859864;168
23261128;20859898;157
23261129;20860068;41
23261130;100187268;36
23261131;100187268;152
23261132;100187268;35
23261133;20850289;126
23261134;20850281;196
23261135;20850285;145
23261136;20850285;38
23261137;20850277;112
23261138;20848650;120
23261140;20848663;162
23261142;20848923;1069
23261147;20850240;75
23261148;20850246;112
23261150;20848925;220
23261151;20850268;25
23261152;20850268;130
23261153;52217338;96
23261154;20850230;157
23261156;20850136;105
23261158;20850226;133
23261160;20850223;127
23261161;20850212;218
23261162;20850197;187
23261163;20850194;138
23261164;20850189;82
23261165;20850182;134
23261166;20850202;93
23261167;20850207;90
23261168;20850170;290
23261169;20850173;133
23261171;52217329;96
23261172;20850296;187
23261173;20850319;82
23261173;20850324;40
23261174;20850296;18
23261175;20850324;23
23261176;20850303;80
23261177;20850313;170
23261178;20850331;102
23261179;20850331;26
23261180;20850329;33
23261181;20850356;31
23261182;86064423;48
23261183;20850356;109
23261183;20850360;109
23261184;20850336;115
23261186;86064421;149
23261187;52217347;154
23261188;20850365;83
23261189;20850306;27
23261190;20850306;203
23261191;20850374;111
23261193;52372508;197
23261194;52372508;66
23261195;20850391;214
23261196;20850391;83
23261197;20850410;21
23261198;20850407;96
23261200;20850453;137
23261201;20850453;11
23261202;20850412;103
23261203;20850449;101
23261204;20850418;140
23261205;20850483;13
23261206;20850483;140
23261207;20850486;150
23261208;20850464;154
23261209;20850456;91
23261210;20850480;143
23261212;20850489;121
23261213;20850469;101
23261214;20850472;91
23261215;20850492;108
23261216;20850495;181
23261217;20850475;118
23261218;20850423;112
23261220;20850445;118
23261222;20850427;102
23261223;20850442;190
23261225;20850439;46
23261226;20850433;131
23261228;20850500;129
23261229;20850516;130
23261230;20850522;123
23261231;20850522;29
23261232;20850504;96
23261233;57075022;150
23261234;20850550;58
23261236;20850550;99
23261237;20850035;117
23261238;20850035;65
23261239;53213572;168
23261241;53213572;30
23261242;34237007;22
23261243;20850065;248
23261244;20850140;140
23261245;20850148;134
23261246;20850148;15
23261248;20850160;192
23261249;20850150;111
23261250;20850155;169
23261251;20850155;70
23261252;20850150;31
23261253;20850088;128
23261253;37271673;128
23261254;20850121;122
23261255;20850117;87
23261256;37374383;285
23261258;55383670;225
23261259;55383670;158
23261260;20849027;697
23261263;20849008;218
23261264;20849008;110
23261265;20849002;143
23261266;20848997;96
23261267;20848953;112
23261268;20848992;110
23261269;20848985;105
23261271;20848980;82
23261272;20848974;91
23261273;20848962;155
23261275;20849590;108
23261276;20849596;114
23261277;20849600;95
23261278;20849588;114
23261279;20849582;125
23261280;20848971;9
23261281;20849608;136
23261282;20849613;63
23261283;20849619;230
23261284;20849613;54
23261285;20849625;223
23261286;20849625;47
23261287;20849502;213
23261288;53573467;77
23261289;134177097;95
23261290;20850780;43
23261291;20850777;92
23261292;20850789;79
23261293;20850794;93
23261294;20850786;105
23261296;20850794;39
23261297;20859759;120
23261298;20859754;128
23261299;20859750;134
23261300;20859743;93
23261301;20859774;194
23261302;20859779;162
23261304;91895876;197
23261310;33154436;11
23261312;20860055;153
23261313;20860046;142
23261314;20860049;22
23261315;20860049;254
23261317;20860055;89
23261319;20860046;30
23261320;20859986;122
23261321;20859986;32
23261322;20859996;139
23261323;20860017;76
23261324;20860188;148
23261326;20860182;24
23261327;20860182;110
23261328;20860167;103
23261329;20860005;32
23261330;100187254;121
23261331;20860178;172
23261332;20860169;107
23261333;20860169;14
23261335;20860135;146
23261336;20860174;12
23261337;20860216;27
23261338;20860174;99
23261339;20860216;156
23261340;20860224;64
23261341;20860224;162
23261342;20860230;153
23261343;20860230;56
23261344;20860210;108
23261346;20860202;139
23261348;20860007;48
23261349;20855157;40
23261350;39202385;212
23261351;20859969;95
23261352;20859969;23
23261353;20859950;42
23261354;39202385;68
23261355;36129415;272
23261356;20859950;156
23261357;41423458;129
23261357;41423464;85
23261359;20859848;164
23261360;20850508;90
23261361;20850526;84
23261362;33930158;112
23261363;20850512;77
23261364;20850669;77
23261365;20850672;78
23261366;20850677;120
23261367;20850532;152
23261368;20850665;118
23261370;20850532;144
23261372;20850573;124
23261372;20850576;124
23261373;20850579;218
23261375;20850588;132
23261376;20850576;21
23261377;20850557;28
23261378;20850557;110
23261379;20850588;41
23261380;20850044;106
23261381;20850044;60
23261382;20850561;19
23261383;20850588;26
23261385;20850579;38
23261386;20859850;349
23261387;20850677;36
23261388;20850661;118
23261389;20846805;178
23261390;20846805;9
23261393;20846766;85
23261394;130730325;186
23261395;20845701;308
23261396;20850655;96
23261397;20850680;366
23261398;20850691;79
23261401;56741064;158
23261402;20850759;95
23261402;20850762;97
23261403;20847571;130
23261404;20848985;28
23261406;20845591;142
23261411;57281131;166
23261412;20845652;205
23261413;20845652;203
23261414;20845658;148
23261418;54206846;69
23261418;57034926;733
23261418;57034929;166
23261422;20845574;51
23261430;136644887;13
23261441;20845528;20
23261443;57034926;84
23261444;20845504;119
23261445;20845509;203
23261446;20845498;336
23261448;39051454;143
23261449;20845495;154
23261450;20846795;235
23261451;20846795;64
23261452;20846795;260
23261453;52840028;153
23261454;20847251;204
23261455;20847251;122
23261456;20847248;24
23261457;20847262;81
23261458;20847267;92
23261462;20847906;163
23261463;20847928;93
23261464;20847928;92
23261465;20847923;111
23261466;20847902;116
23261467;20847939;137
23261468;20847945;93
23261469;20847950;82
23261470;20847964;105
23261471;20847800;248
23261473;20847964;132
23261474;55931360;140
23261475;55931360;22
23261476;20847211;336
23261477;20847238;630
23261479;20847207;359
23261480;107954649;43
23261481;20846878;137
23261482;20846878;98
23261483;20846862;169
23261484;20846862;98
23261486;20846846;30
23261487;20846846;336
23261489;20846833;270
23261490;135811528;102
23261491;36837586;68
23261493;135811528;61
23261495;36837586;89
23261497;20846810;198
23261499;20846633;104
23261500;35677310;177
23261501;20846457;74
23261503;20846451;145
23261504;35677312;12
23261505;35677308;212
23261506;20846671;73
23261507;37073059;238
23261508;37073073;497
23261509;134152589;547
23261510;20846870;84
23261512;20846824;182
23261513;20846821;24
23261514;20846818;202
23261515;37012573;196
23261516;20845780;256
23261516;20845789;148
23261517;20845794;153
23261520;56914819;193
23261523;20845864;252
23261531;20846731;66
23261532;33154456;144
23261532;33154458;124
23261533;20846708;191
23261534;41146571;49
23261535;20846769;271
23261536;20846764;421
23261537;20846762;273
23261538;20846760;165
23261539;20846758;161
23261540;20846756;164
23261541;20846754;156
