17;18;20905;Medoši 2019;38183;395317;144;6;0;0;14;158;1;12;13,16666667;2020-01-01 0:00:00;Izola;0; ; 
18;19;20391;Boršt 2019;38695;406440;197;28;0;0;20;217;1;20;10,85;2020-01-01 0:00:00;Koper;0; ; 
19;20;1174;Novokračine 2019;38977;446310;163;14;0;0;16;179;1;15;11,93333333;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
20;21;50000;Stari Trg ob Kolpi 2019;39050;506500;115;7;0;0;12;127;1;25;5,08;2020-01-01 0:00:00;Črnomelj;0; ; 
21;22;20902;Korte 2019;39250;395150;601;33;182;0;0;783;1;40;19,575;2020-01-01 0:00:00;Izola;0; ; 
22;23;598;Padna 2019;39395;397477;155;12;0;0;16;171;1;11;15,54545455;2020-01-01 0:00:00;Piran;0; ; 
23;24;5770;Belčji Vrh 2019;39250;516650;83;7;0;0;0;83;0;16;5,1875;2020-01-01 0:00:00;Črnomelj;0; ; 
24;25;1173;Jelšane 2019;39871;443509;317;13;0;0;32;349;1;29;12,03448276;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
25;26;5877;Marindol 2019;40112;526258;81;3;0;0;0;81;0;13;6,23076923;2020-01-01 0:00:00;Črnomelj;0; ; 
26;27;540;Seča 2019;38750;393100;1305;143;89;0;0;1394;1;152;9,17105263;2020-01-01 0:00:00;Piran;0; ; 
27;28;20368;Pomjan 2019;40121;403136;180;1;0;0;18;198;1;21;9,42857143;2020-01-01 0:00:00;Koper;0; ; 
28;29;20365;Popetre 2019;40250;411000;155;7;0;0;16;171;1;14;12,21428571;2020-01-01 0:00:00;Koper;0; ; 
29;30;20037;Zazid 2019;40250;416900;80;2;2;0;0;82;1;9;9,11111111;2020-01-01 0:00:00;Koper;0; ; 
30;31;20363;Dol pri Hrastovljah 2019;40283;415300;107;1;0;0;11;118;1;12;9,83333333;2020-01-01 0:00:00;Koper;0; ; 
31;32;5683;Predgrad 2019;40225;504650;101;2;4;0;0;105;1;20;5,25;2020-01-01 0:00:00;Kočevje;0; ; 
32;33;1175;Dolenje pri Jelšanah 2019;40415;443079;181;7;0;0;18;199;1;17;11,70588235;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
33;34;20907;Cetore 2019;40633;394750;103;2;0;0;10;113;1;6;18,83333333;2020-01-01 0:00:00;Izola;0; ; 
34;35;20045;Šmarje – Dolenja Brezovica 2019;40500;400350;814;62;58;0;0;872;1;56;15,57142857;2020-01-01 0:00:00;Koper;0; ; 
35;36;20355;Čentur 2019;40629;404257;117;6;0;0;12;129;1;14;9,21428571;2020-01-01 0:00:00;Koper;0; ; 
36;37;20039;Poletiči 2019;40506;412486;285;31;59;0;0;344;1;35;9,82857143;2020-01-01 0:00:00;Koper;0; ; 
37;38;20351;Lopar 2019;41100;408475;138;9;0;0;14;152;1;12;12,66666667;2020-01-01 0:00:00;Koper;0; ; 
38;39;5763;Obrh pri Dragatušu 2019;41212;513388;101;5;0;0;10;111;1;13;8,53846154;2020-01-01 0:00:00;Črnomelj;0; ; 
39;40;20050;Marezige 2019;40700;405850;729;44;66;0;0;795;1;77;10,32467532;2020-01-01 0:00:00;Koper;0; ; 
40;41;20344;Hrastovlje 2019;41150;414400;138;5;8;0;0;146;1;23;6,34782609;2020-01-01 0:00:00;Koper;0; ; 
41;42;1167;Račice 2019;41527;434886;153;6;19;0;0;172;1;22;7,81818182;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
42;43;20900;Šared 2019;41700;395350;459;11;14;0;0;473;1;40;11,825;2020-01-01 0:00:00;Izola;0; ; 
43;44;20339;Paderna 2019;41500;399975;224;19;18;0;0;242;1;36;6,72222222;2020-01-01 0:00:00;Koper;0; ; 
44;45;5761;Dragatuš 2019;41835;514191;243;2;0;0;24;267;1;27;9,88888889;2020-01-01 0:00:00;Črnomelj;0; ; 
45;46;20289;Gažon 2019;42150;398825;733;38;23;0;0;756;1;56;13,5;2020-01-01 0:00:00;Koper;0; ; 
46;47;30010;Šalara 2019;42450;400825;101;24;35;0;0;136;1;14;9,71428571;2020-01-01 0:00:00;Koper;0; ; 
47;48;1168;Podgrad – Obrov 2019;42400;433500;610;42;0;0;61;671;1;51;13,15686275;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
48;49;1265;Zabiče – Podgraje 2019;42050;449575;559;12;0;0;56;615;1;58;10,60344828;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
49;50;20032;Kubed 2019;42415;412050;178;2;10;0;0;188;1;24;7,83333333;2020-01-01 0:00:00;Koper;0; ; 
50;51;1152;Trpčane 2019;42850;446950;124;2;0;0;12;136;1;12;11,33333333;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
51;52;5539;Osilnica 2019;42750;476325;168;6;0;0;17;185;1;23,37116567;7,91573696;2020-01-01 0:00:00;Osilnica;0; ; 
52;53;1266;Kuteževo 2019;43150;448138;185;5;0;0;19;204;1;17;12;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
53;54;5765;Tanča Gora 2019;43317;512493;140;2;0;0;14;154;1;21;7,33333333;2020-01-01 0:00:00;Črnomelj;0; ; 
54;55;20313;Vanganelska dolina 2019;42200;402875;2753;200;95;0;0;2848;1;274;10,39416058;2020-01-01 0:00:00;Koper;0; ; 
55;56;20033;Bezovica 2019;43500;414000;61;0;0;0;6;67;1;5;13,4;2020-01-01 0:00:00;Koper;0; ; 
56;57;1181;Gornji Zemon 2019;43570;444240;87;9;0;0;9;96;1;10;9,6;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
57;58;538;Lucija 2019;42120;390413;13030;2048;13539;0;0;26569;1;694;38,28386167;2020-01-01 0:00:00;Piran;0; ; 
58;59;40000;Dobrava – Belveder 2019;43707;393189;178;18;402;0;0;580;1;29;20;2020-01-01 0:00:00;Izola;0; ; 
59;60;30029;Škocjan – Pobegi 2019;43890;404130;58;8;0;0;6;64;1;5;12,8;2020-01-01 0:00:00;Koper;0; ; 
60;61;1172;Sabonje 2019;43700;436550;68;0;0;0;7;75;1;10;7,5;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
61;62;50001;Sveti Anton – Vrtine 2019;44250;408050;62;4;1;0;0;63;1;3;21;2020-01-01 0:00:00;Koper;0; ; 
62;63;20217;Loka 2019;44194;413639;99;1;0;0;10;109;1;9;12,11111111;2020-01-01 0:00:00;Koper;0; ; 
63;64;5799;Dragovanja vas 2019;44261;512350;102;3;0;0;10;112;1;9;12,44444444;2020-01-01 0:00:00;Črnomelj;0; ; 
64;65;5796;Kvasica 2019;44225;512863;69;0;0;0;7;76;1;8;9,5;2020-01-01 0:00:00;Črnomelj;0; ; 
65;66;1215;Jablanica 2019;44300;445500;144;5;0;0;14;158;1;15;10,53333333;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
66;67;30035;Škocjan 2019;44500;402300;78;9;0;0;8;86;1;4;21,5;2020-01-01 0:00:00;Koper;0; ; 
67;68;1156;Hrušica – Podgrad 2019;44400;431575;240;19;0;0;24;264;1;29;9,10344828;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
68;69;1208;Dolnji Zemon – Zemonska vaga 2019;44450;441900;221;31;0;0;22;243;1;17;14,29411765;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
69;70;30027;Predloka 2019;44650;412740;76;1;10;0;0;86;1;10;8,6;2020-01-01 0:00:00;Koper;0; ; 
70;71;5836;Tribuče 2019;44450;519750;137;3;0;0;14;151;1;21;7,19047619;2020-01-01 0:00:00;Črnomelj;0; ; 
71;72;997;Obrov 2019;44735;428946;197;9;0;8;0;205;1;26;7,88461538;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
72;73;20901;Izola Mesto 2019;43650;394925;12817;1980;8668;0;0;21485;1;291;73,83161512;2020-01-01 0:00:00;Izola;0; ; 
73;74;20030;Sveti Anton 2019;44450;406650;3016;214;96;0;0;3112;1;226;13,7699115;2020-01-01 0:00:00;Koper;0; ; 
74;75;20178;Rižana 2019;45100;410150;227;19;16;0;0;243;1;25;9,72;2020-01-01 0:00:00;Koper;0; ; 
75;76;1186;Podbeže 2019;45000;434200;88;2;0;0;9;97;1;9;10,77777778;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
76;77;1214;Velika Bukovica 2019;44950;439950;206;5;0;0;21;227;1;19;11,94736842;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
77;78;1207;Dolnji Zemon 2019;45000;442600;231;3;0;0;23;254;1;23;11,04347826;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
78;79;20166;Krnica 2019;45233;411167;68;2;0;0;7;75;1;6;12,5;2020-01-01 0:00:00;Koper;0; ; 
79;80;5627;Morava 2019;45005;489668;122;4;1;0;0;123;1;15;8,2;2020-01-01 0:00:00;Kočevje;0; ; 
80;81;20028;Dekani 2019;45508;407627;1418;86;39;0;0;1457;1;87;16,74712644;2020-01-01 0:00:00;Koper;0; ; 
81;82;50002;Črni Kal spodnja vas 2019;45600;412050;101;4;15;0;0;116;1;15;7,73333333;2020-01-01 0:00:00;Koper;0; ; 
82;83;994;Gradišče pri Materiji 2019;45692;426939;113;1;0;14;0;127;1;19;6,68421053;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
83;84;20147;Črni Kal zgornja vas 2019;45768;412750;133;8;0;0;13;146;1;11;13,27272727;2020-01-01 0:00:00;Koper;0; ; 
84;85;1188;Harije 2019;45761;437661;271;4;0;0;27;298;1;28;10,64285714;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
85;86;1216;Vrbovo – Vrbica 2019;45550;443900;455;7;0;0;46;501;1;53;9,45283019;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
86;87;995;Javorje 2019;46017;430242;97;1;0;2;0;99;1;12;8,25;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
87;88;5806;Dobliče 2019;46060;511570;171;5;0;0;17;188;1;20;9,4;2020-01-01 0:00:00;Črnomelj;0; ; 
88;89;20018;Koper 2019;44648;400903;23524;4193;13707;0;0;37231;1;563;66,12966252;2020-01-01 0:00:00;Koper;0; ; 
89;90;1184;Zarečica 2019;46279;439756;125;1;1;0;0;126;1;17;7,41176471;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
90;91;20144;Na Vardi 2019;46450;405850;167;13;1327;0;0;1494;1;60;24,9;2020-01-01 0:00:00;Koper;0; ; 
91;92;20027;Bertoki 2019;45274;404143;2682;202;393;0;0;3075;1;240;12,8125;2020-01-01 0:00:00;Koper;0; ; 
92;93;993;Markovščina 2019;46643;425007;93;3;0;0;9;102;1;14;7,28571429;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
93;94;20135;Gabrovica 2019;46850;412000;105;5;0;0;11;116;1;19;6,10526316;2020-01-01 0:00:00;Koper;0; ; 
94;95;20129;Tinjan 2019;47000;409350;78;2;0;0;8;86;1;6;14,33333333;2020-01-01 0:00:00;Koper;0; ; 
95;96;5630;Štalcerji 2019;47400;490250;152;3;3;0;0;155;1;15;10,33333333;2020-01-01 0:00:00;Kočevje;0; ; 
96;97;5609;Novi Lazi 2019;47679;488521;137;3;0;0;14;151;1;17;8,88235294;2020-01-01 0:00:00;Kočevje;0; ; 
97;98;5859;Griblje 2019;47631;523199;289;7;0;0;29;318;1;39;8,15384615;2020-01-01 0:00:00;Črnomelj;0; ; 
98;99;5588;Kočevska Reka 2019;47923;484712;240;34;15;0;0;255;1;27;9,44444444;2020-01-01 0:00:00;Kočevje;0; ; 
99;100;990;Slivje 2019;48150;426150;99;5;0;0;10;109;1;17;6,41176471;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
100;101;1199;Zarečje 2019;48000;438800;147;3;0;0;15;162;1;24;6,75;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
101;102;945;Prešnica 2019;48074;417507;176;13;0;0;18;194;1;21;9,23809524;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
102;103;1210;Ilirska Bistrica 2019;47600;440625;4869;593;307;0;0;5176;1;308;16,80519481;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
103;104;20103;Osp 2019;48235;411069;172;19;0;0;17;189;1;32;5,90625;2020-01-01 0:00:00;Koper;0; ; 
104;105;20102;Plavje – Badiha 2019;48200;407500;447;44;7;0;0;454;1;43;10,55813953;2020-01-01 0:00:00;Koper;0; ; 
105;106;1160;Huje 2019;48700;432000;84;3;0;0;8;92;1;12;7,66666667;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
106;107;1196;Pregarje 2019;48600;432800;166;3;0;0;17;183;1;27;6,77777778;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
107;108;20083;Elerji 2019;49000;405700;155;9;24;0;0;179;1;13;13,76923077;2020-01-01 0:00:00;Koper;0; ; 
108;109;5838;Črnomelj 2019;47314;514953;6287;709;0;617;0;6904;1;403;17,13151365;2020-01-01 0:00:00;Črnomelj;0; ; 
109;110;5667;Mozelj 2019;48926;495179;191;6;2;0;0;193;1;21;9,19047619;2020-01-01 0:00:00;Kočevje;0; ; 
110;111;20022;Škofije 2019;48050;406350;2272;143;304;0;0;2576;1;163,0566594;15,79818948;2020-01-01 0:00:00;Koper;0; ; 
111;112;50003;Kastelec 2019;49210;412380;82;4;0;0;8;90;1;10;9;2020-01-01 0:00:00;Koper;0; ; 
112;113;1197;Topolc 2019;49058;439297;301;9;0;0;30;331;1;38;8,71052632;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
113;114;5809;Lokve 2019;49323;514470;370;2;0;0;37;407;1;15;27,13333333;2020-01-01 0:00:00;Črnomelj;0; ; 
114;115;20071;Robanci 2019;49600;404721;95;7;0;0;10;105;1;13,57551592;7,73451268;2020-01-01 0:00:00;Koper;0; ; 
115;116;5653;Črni Potok pri Kočevju 2019;49800;492675;157;4;0;0;16;173;1;13;13,30769231;2020-01-01 0:00:00;Kočevje;0; ; 
116;117;30055;Ocizla 2019;50050;415700;122;12;0;0;12;134;1;21;6,38095238;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
117;118;5991;Krasinec 2019;49450;522150;182;2;36;0;0;218;1;33,61349427;6,48549057;2020-01-01 0:00:00;Metlika;0; ; 
118;119;5810;Brezov gaj 2019;50150;513896;126;2;0;0;13;139;1;17;8,17647059;2020-01-01 0:00:00;Črnomelj;0; ; 
119;120;1205;Smrje 2019;50300;437100;107;1;0;0;11;118;1;12;9,83333333;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
120;121;20057;Cerej – Premančan 2019;50400;403400;103;15;0;0;10;113;1;10,50519901;10,75657871;2020-01-01 0:00:00;Koper;0; ; 
121;122;953;Tublje pri Hrpeljah 2019;50600;420350;133;18;0;26;0;159;1;20;7,95;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
122;123;20020;Ankaran – Hrvatini 2019;49200;403750;4847;469;1687;0;0;6534;1;361;18,09972299;2020-01-01 0:00:00;Ankaran;0; ; 
123;124;5844;Vranoviči 2019;50900;518675;106;2;0;0;11;117;1;14;8,35714286;2020-01-01 0:00:00;Črnomelj;0; ; 
124;125;1217;Šembije 2019;51314;440855;247;8;4;0;0;251;1;22;11,40909091;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
125;126;1206;Prem 2019;51450;436700;151;3;1;0;0;152;1;23;6,60869565;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
126;127;5997;Podzemelj – Zemelj 2019;51600;521950;182;8;42;0;0;224;1;38;5,89473684;2020-01-01 0:00:00;Metlika;0; ; 
127;128;955;Kozina 2019;51833;417662;1473;206;0;626;0;2099;1;142;14,78169014;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
128;129;50004;Petrova vas 2019;52221;513009;110;12;0;0;11;121;1;17;7,11764706;2020-01-01 0:00:00;Črnomelj;0; ; 
129;130;5947;Gradac 2019;51900;520325;449;28;17;22;0;488;1;70;6,97142857;2020-01-01 0:00:00;Metlika;0; ; 
130;131;1221;Ostrožno Brdo 2019;53205;432268;80;5;0;0;8;88;1;11;8;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
131;132;1249;Koritnice 2019;53324;444634;131;0;0;0;13;144;1;19;7,57894737;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
132;133;5995;Primostek 2019;53725;523371;150;8;26;0;0;176;1;26;6,76923077;2020-01-01 0:00:00;Metlika;0; ; 
133;134;1248;Knežak 2019;53660;441384;423;10;1;0;0;424;1;50;8,48;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
134;135;962;Rodik 2019;53900;420800;314;23;0;34;0;348;1;36;9,66666667;2020-01-01 0:00:00;Hrpelje – Kozina;0; ; 
135;136;1247;Bač 2019;54498;442557;469;6;0;0;47;516;1;58;8,89655172;2020-01-01 0:00:00;Ilirska Bistrica;0; ; 
136;137;5640;Cvišlerji 2019;54900;491500;138;0;0;0;14;152;1;10;15,2;2020-01-01 0:00:00;Kočevje;0; ; 
137;138;1016;Barka 2019;55542;426442;99;3;0;0;10;109;1;12;9,08333333;2020-01-01 0:00:00;Divača;0; ; 
138;139;1251;Zagorje 2019;55527;439980;386;3;20;0;0;406;1;43;9,44186047;2020-01-01 0:00:00;Pivka;0; ; 
139;140;5264;Babno polje 2019;55800;465000;138;23;0;0;14;152;1;19;8;2020-01-01 0:00:00;Loška dolina;0; ; 
140;141;6043;Božakovo 2019;55850;529525;145;4;0;0;15;160;1;17;9,41176471;2020-01-01 0:00:00;Metlika;0; ; 
141;142;967;Kačiče – Pared 2019;55992;419967;95;10;0;12;0;107;1;12;8,91666667;2020-01-01 0:00:00;Divača;0; ; 
142;143;1243;Narin 2019;55940;437647;211;10;0;0;21;232;1;29;8;2020-01-01 0:00:00;Pivka;0; ; 
143;144;50005;Nadanje Selo 2019;56150;436172;134;6;0;0;13;147;1;18;8,16666667;2020-01-01 0:00:00;Pivka;0; ; 
144;145;5698;Podpreska 2019;56034;472418;92;4;4;0;0;96;1;20;4,8;2020-01-01 0:00:00;Loški Potok;0; ; 
145;146;50006;Babno polje – Bukovica 2019;56150;465600;120;28;0;0;12;132;1;16;8,25;2020-01-01 0:00:00;Loška dolina;0; ; 
146;147;5571;Grčarice 2019;56286;481214;160;5;2;0;0;162;1;25;6,48;2020-01-01 0:00:00;Ribnica;0; ; 
147;148;965;Dane pri Divači 2019;56720;421110;66;6;0;8;0;74;1;10;7,4;2020-01-01 0:00:00;Divača;0; ; 
148;149;50007;Nadanje Selo – Šmihel 2019;56750;436250;82;5;8;0;0;90;1;13;6,92307692;2020-01-01 0:00:00;Pivka;0; ; 
149;150;1239;Nova sušica 2019;56964;433871;96;0;0;0;10;106;1;15;7,06666667;2020-01-01 0:00:00;Pivka;0; ; 
150;151;1250;Drskovče 2019;57200;439850;103;11;0;0;10;113;1;13;8,69230769;2020-01-01 0:00:00;Pivka;0; ; 
151;152;1050;Prelože pri Lokvi 2019;57133;417342;83;7;0;0;8;91;1;12;7,58333333;2020-01-01 0:00:00;Sežana;0; ; 
152;153;1015;Gornje Vreme 2019;57120;426370;71;2;0;0;7;78;1;10;7,8;2020-01-01 0:00:00;Divača;0; ; 
153;154;6039;Metlika 2019;56177;525423;3826;376;276;433;0;4535;1;350,964088;12,92154997;2020-01-01 0:00:00;Metlika;0; ; 
154;155;1005;Škoflje 2019;57300;424100;115;2;0;0;12;127;1;14;9,07142857;2020-01-01 0:00:00;Divača;0; ; 
155;156;5628;Kočevje 2019;55228;489972;11429;873;3209;2886;0;17524;1;620;28,26451613;2020-01-01 0:00:00;Kočevje;0; ; 
156;157;5926;Vrtača pri Semiču 2019;56300;514475;1086;52;0;160;0;1246;1;124;10,0483871;2020-01-01 0:00:00;Semič;0; ; 
157;158;5613;Mlaka pri Kočevju 2019;57572;488633;272;17;0;0;27;299;1;18;16,61111111;2020-01-01 0:00:00;Kočevje;0; ; 
158;159;1013;Vremski Britof 2019;57750;425250;89;13;0;0;9;98;1;11;8,90909091;2020-01-01 0:00:00;Divača;0; ; 
159;160;5633;Klinja vas 2019;57866;490324;239;8;9;0;0;248;1;19;13,05263158;2020-01-01 0:00:00;Kočevje;0; ; 
160;161;1252;Jurišče 2019;58069;445355;152;12;0;0;15;167;1;21;7,95238095;2020-01-01 0:00:00;Pivka;0; ; 
161;162;6042;Drašiči 2019;58050;529250;179;9;7;0;0;186;1;28;6,64285714;2020-01-01 0:00:00;Metlika;0; ; 
162;163;1220;Neverke 2019;58192;432653;436;16;23;0;0;459;1;40;11,475;2020-01-01 0:00:00;Pivka;0; ; 
163;164;1242;Parje 2019;58150;439125;117;1;0;0;12;129;1;15;8,6;2020-01-01 0:00:00;Pivka;0; ; 
164;165;1223;Gornja Košana 2019;58231;431381;140;3;0;0;14;154;1;16;9,625;2020-01-01 0:00:00;Pivka;0; ; 
165;166;5600;Slovenska vas 2019;58157;487163;222;3;0;0;22;244;1;15;16,26666667;2020-01-01 0:00:00;Kočevje;0; ; 
166;167;5607;Stara Cerkev 2019;58500;487981;395;9;59;0;0;454;1;32;14,1875;2020-01-01 0:00:00;Kočevje;0; ; 
167;168;5620;Gorenje – Kočevje 2019;58580;489080;314;13;7;0;0;321;1;20;16,05;2020-01-01 0:00:00;Kočevje;0; ; 
168;169;1051;Lokev 2019;58000;417300;745;117;0;33;0;778;1;90;8,64444444;2020-01-01 0:00:00;Sežana;0; ; 
169;170;1237;Kal 2019;58705;435421;322;14;3;0;0;325;1;38;8,55263158;2020-01-01 0:00:00;Pivka;0; ; 
170;171;5925;Črmošnjice 2019;58750;508300;135;35;0;0;14;149;1;13;11,46153846;2020-01-01 0:00:00;Semič;0; ; 
171;172;6033;Slamna vas 2019;58958;526465;126;10;3;0;0;129;1;15;8,6;2020-01-01 0:00:00;Metlika;0; ; 
172;173;1261;Palčje 2019;59375;442580;195;3;0;0;20;215;1;20;10,75;2020-01-01 0:00:00;Pivka;0; ; 
173;174;5601;Koblarji 2019;59350;487350;297;11;0;0;30;327;1;26;12,57692308;2020-01-01 0:00:00;Kočevje;0; ; 
174;175;50008;Osojnik 2019;59520;516980;117;1;0;0;12;129;1;20;6,45;2020-01-01 0:00:00;Semič;0; ; 
175;176;6007;Grabrovec 2019;59650;524000;110;0;0;0;11;121;1;19;6,36842105;2020-01-01 0:00:00;Metlika;0; ; 
176;177;1254;Klenik 2019;59712;439696;180;14;1;0;0;181;1;24;7,54166667;2020-01-01 0:00:00;Pivka;0; ; 
177;178;968;Dolnje Ležeče 2019;59850;420950;238;8;0;20;0;258;1;25;10,32;2020-01-01 0:00:00;Divača;0; ; 
178;179;6008;Bušinja vas 2019;59800;522750;237;5;3;35;0;275;1;42;6,54761905;2020-01-01 0:00:00;Metlika;0; ; 
179;180;5238;Vrh 2019;60000;460700;113;2;0;0;11;124;1;13;9,53846154;2020-01-01 0:00:00;Loška dolina;0; ; 
180;181;1262;Trnje – Pivka 2019;60535;440004;148;1;0;0;15;163;1;14;11,64285714;2020-01-01 0:00:00;Pivka;0; ; 
181;182;5244;Kozarišče 2019;60321;459383;238;8;0;0;24;262;1;24;10,91666667;2020-01-01 0:00:00;Loška dolina;0; ; 
182;183;5592;Dolnje Ložine 2019;60550;485419;173;1;1;0;0;174;1;13;13,38461538;2020-01-01 0:00:00;Kočevje;0; ; 
183;184;5243;Šmarata 2019;60700;458950;97;0;0;0;0;97;0;10;9,7;2020-01-01 0:00:00;Loška dolina;0; ; 
184;185;40002;Iga vas 2019;60823;460323;135;2;0;0;14;149;1;11;13,54545455;2020-01-01 0:00:00;Loška dolina;0; ; 
185;186;5239;Iga vas – Siga 2019;60950;460850;62;1;0;0;6;68;1;7;9,71428571;2020-01-01 0:00:00;Loška dolina;0; ; 
186;187;6052;Radovica 2019;60586;527586;279;7;0;0;28;307;1;39;7,87179487;2020-01-01 0:00:00;Metlika;0; ; 
187;188;5889;Suhor 2019;60567;521567;264;40;22;0;0;286;1;50;5,72;2020-01-01 0:00:00;Metlika;0; ; 
188;189;1258;Pivka 2019;59918;437725;2495;190;189;0;0;2684;1;178;15,07865169;2020-01-01 0:00:00;Pivka;0; ; 
189;190;5573;Rakitnica 2019;60908;481476;175;7;13;0;0;188;1;19;9,89473684;2020-01-01 0:00:00;Ribnica;0; ; 
190;191;969;Divača 2019;60600;419900;1589;234;0;126;0;1715;1;93;18,44086022;2020-01-01 0:00:00;Divača;0; ; 
191;192;50009;Bojanja vas 2019;61250;525750;100;4;0;0;10;110;1;19;5,78947368;2020-01-01 0:00:00;Metlika;0; ; 
192;193;1057;Orlek 2019;61276;410293;181;10;0;0;18;199;1;23;8,65217391;2020-01-01 0:00:00;Sežana;0; ; 
193;194;1071;Gorenje pri Divači 2019;61410;418570;119;4;0;0;12;131;1;15;8,73333333;2020-01-01 0:00:00;Sežana;0; ; 
194;195;5248;Pudob 2019;61677;459770;144;6;0;0;14;158;1;15;10,53333333;2020-01-01 0:00:00;Loška dolina;0; ; 
195;196;5240;Viševek 2019;62000;460400;108;5;0;0;11;119;1;14;8,5;2020-01-01 0:00:00;Loška dolina;0; ; 
196;197;1065;Povir 2019;62268;417247;322;26;0;5;0;327;1;33;9,90909091;2020-01-01 0:00:00;Sežana;0; ; 
197;198;5268;Vrhnika pri Ložu 2019;62350;461820;93;5;0;0;9;102;1;10;10,2;2020-01-01 0:00:00;Loška dolina;0; ; 
198;199;1070;Merče 2019;62486;414786;80;5;0;0;8;88;1;11;8;2020-01-01 0:00:00;Sežana;0; ; 
