125;83;0; ;4;21;50697;Koper2
126;50;20145;ČRNOTIČE;3;17;20145;ČRNOTIČE
127;86;20151;BRANDOLINI;6;14;20151;BRANDOLINI
128;456;1248;KNEŽAK;32;14;1248;KNEŽAK
129;116;1080;VELIKI DOL;11;11;1080;VELIKI DOL
130;127;20047;SV. MIHAEL;7;18;20047;SV. MIHAEL
131;206;1207;DOLNJI ZEMON;13;16;1207;DOLNJI ZEMON
132;5592;20018;KOPER;45;124;50633;Koper1
133;53;0; ;4;13;50698;Pobegi1
134;77;0; ;7;11;50699;PRADE
135;120;20178;RIŽANA;7;17;20178;RIŽANA
136;54;20166;KRNICA;1;54;20166;KRNICA
137;147;994;GRADIŠČE PRI MATERIJI;14;10;994;GRADIŠČE PRI MATERIJI
138;63;0; ;4;16;50700;Pobegi2
139;1292;20028;DEKANI;50;26;20028;DEKANI
140;129;995;JAVORJE;11;12;995;JAVORJE
141;60;0; ;4;15;50701;Bertoki1
142;51;20173;CEPKI;3;17;20173;CEPKI
143;104;20020;ANKARAN;10;10;50634;Ankaran1
144;345;1212;KOSEZE;25;14;1212;KOSEZE
145;118;1184;ZAREČICA;12;10;1184;ZAREČICA
146;4464;1210;ILIRSKA BISTRICA;135;33;1210;ILIRSKA BISTRICA
147;89;1160;HUJE;6;15;1160;HUJE
148;120;5609;NOVI LAZI;9;13;5609;NOVI LAZI
149;107;993;MARKOVŠČINA;8;13;993;MARKOVŠČINA
150;149;20025;VALMARIN;10;15;20025;VALMARIN
151;101;942;POVŽANE;8;13;50057;Povžane1
152;201;5588;KOČEVSKA REKA;8;25;5588;KOČEVSKA REKA
153;58;20129;TINJAN;3;19;20129;TINJAN
154;4002;20021;HRVATINI;158;25;50620;ANKARAN-HRVATINI
155;2005;20022;ŠKOFIJE;93;22;20022;ŠKOFIJE
156;147;945;PREŠNICA;15;10;945;PREŠNICA
157;54;1187;DOBRO POLJE;5;11;1187;DOBRO POLJE
158;111;20103;OSP;9;12;20103;OSP
159;55;1185;ZAJELŠJE;5;11;1185;ZAJELŠJE
160;97;1190;TOMINJE;7;14;1190;TOMINJE
161;80;1219;REČICA;4;20;1219;REČICA
162;67;20074;KASTELEC;4;17;20074;KASTELEC
163;419;20102;PLAVJE;29;14;20102;PLAVJE
164;67;989;HOTIČNA;5;13;989;HOTIČNA
165;122;1199;ZAREČJE;11;11;1199;ZAREČJE
166;101;990;SLIVJE;9;11;990;SLIVJE
167;229;1217;ŠEMBIJE;15;15;1217;ŠEMBIJE
168;183;5667;MOZELJ;17;11;5667;MOZELJ
169;820;5636;KOČEVJE;44;19;5636;KOČEVJE
170;147;5653;ČRNI POTOK PRI KOČEVJU;8;18;5653;ČRNI POTOK PRI KOČEVJU
171;289;1197;TOPOLC;22;13;1197;TOPOLC
172;464;5647;LIVOLD;23;20;5647;LIVOLD
173;106;942;POVŽANE;11;10;942;POVŽANE
174;154;1196;PREGARJE;14;11;1196;PREGARJE
175;70;20021;HRVATINI;6;12;20021;HRVATINI
176;53;20022;ŠKOFIJE;3;18;50636;Škofije1
177;61;0; ;5;12;50702;Ocizla1
178;85;947;KLANEC PRI KOZINI;9;9;947;KLANEC PRI KOZINI
179;159;20083;JELARJI;6;26;20083;JELARJI
180;62;1195;PRELOŽE;3;21;1195;PRELOŽE
181;85;955;KOZINA;5;17;50058;Kozina1
182;122;953;TUBLJE PRI HRPELJAH;11;11;953;TUBLJE PRI HRPELJAH
183;51;20072;KORTINA;4;13;20072;KORTINA
184;62;950;OCIZLA;6;10;950;OCIZLA
185;79;20057;CEREJ;5;16;20057;CEREJ
186;108;1205;SMRJE;6;18;1205;SMRJE
187;88;1206;PREM;6;15;1206;PREM
188;70;20021;HRVATINI;5;14;50635;Hrvatini1
189;62;973;BREZOVICA;7;9;973;BREZOVICA
190;110;955;KOZINA;6;18;50059;Kozina2
191;1047;955;KOZINA;44;24;955;KOZINA
192;156;1057;ORLEK;12;13;1057;ORLEK
193;126;958;NASIREC;12;10;958;NASIREC
194;87;1221;OSTROŽNO BRDO;7;12;1221;OSTROŽNO BRDO
195;56;960;SLOPE;4;14;960;SLOPE
196;7213;5628;KOČEVJE;162;45;5628;KOČEVJE
197;313;5628;KOČEVJE;14;22;50232;Kočevje1
198;51;5656;CVIŠLERJI;6;8;5656;CVIŠLERJI
199;68;5689;KOPRIVNIK;6;11;5689;KOPRIVNIK
200;59;5665;STARI LOG;6;10;5665;STARI LOG
201;96;5737;UČAKOVCI;8;12;5737;UČAKOVCI
202;56;1222;SUHORJE;5;11;1222;SUHORJE
203;79;956;VRHPOLJE;5;16;956;VRHPOLJE
204;298;962;RODIK;25;12;962;RODIK
205;163;5571;GRČARICE;17;10;5571;GRČARICE
206;73;5697;DRAGA;6;12;5697;DRAGA
207;347;1251;ZAGORJE;26;13;1251;ZAGORJE
208;115;1246;NADANJE SELO;9;13;1246;NADANJE SELO
209;201;1243;NARIN;15;13;1243;NARIN
210;610;5628;KOČEVJE;31;20;50233;Kočevje2
211;59;5923;SREDNJA VAS;6;10;5923;SREDNJA VAS
212;149;5640;CVIŠLERJI;9;17;5640;CVIŠLERJI
213;346;1247;BAČ;22;16;1247;BAČ
214;157;1252;JURIŠČE;12;13;1252;JURIŠČE
215;65;1050;PRELOŽE PRI LOKVI;6;11;1050;PRELOŽE PRI LOKVI
216;69;1247;BAČ;9;8;50068;Bač1
217;90;1016;BARKA;6;15;1016;BARKA
218;100;5264;BABNO POLJE;8;12;5264;BABNO POLJE
219;61;1238;MALA PRISTAVA;4;15;1238;MALA PRISTAVA
220;207;1261;PALČJE;18;12;1261;PALČJE
221;84;967;KAČIČE-PARED;7;12;967;KAČIČE-PARED
222;54;965;DANE PRI DIVAČI;3;18;965;DANE PRI DIVAČI
223;104;5698;PODPRESKA;7;15;5698;PODPRESKA
224;95;1250;DRSKOVČE;9;11;1250;DRSKOVČE
225;1539;5628;KOČEVJE;62;25;50234;Kočevje3
226;103;1239;NOVA SUŠICA;10;10;1239;NOVA SUŠICA
227;76;1015;GORNJE VREME;5;15;1015;GORNJE VREME
228;106;1242;PARJE;8;13;1242;PARJE
229;109;5266;BABNO POLJE;8;14;5266;BABNO POLJE
230;410;5700;HRIB-LOŠKI POTOK;29;14;5700;HRIB-LOŠKI POTOK
231;125;5628;KOČEVJE;7;18;50235;Kočevje4
232;56;5628;KOČEVJE;6;9;50236;Kočevje5
233;75;1245;ŠMIHEL;7;11;1245;ŠMIHEL
234;75;5628;KOČEVJE;4;19;50237;Kočevje6
235;186;5573;RAKITNICA;11;17;5573;RAKITNICA
236;284;5628;KOČEVJE;20;14;50238;Kočevje7
237;50;5628;KOČEVJE;1;50;50239;Kočevje8
238;273;5613;MLAKA PRI KOČEVJU;11;25;5613;MLAKA PRI KOČEVJU
239;674;1051;LOKEV;51;13;1051;LOKEV
240;114;1005;ŠKOFLJE;9;13;1005;ŠKOFLJE
241;284;5601;KOBLARJI;17;17;5601;KOBLARJI
242;60;981;NAKLO;7;9;981;NAKLO
243;238;5633;KLINJA VAS;13;18;5633;KLINJA VAS
244;58;1013;VREMSKI BRITOF;5;12;50061;Vremski Britof1
245;129;1223;GORNJA KOŠANA;9;14;1223;GORNJA KOŠANA
246;86;5604;BREG PRI KOČEVJU;3;29;5604;BREG PRI KOČEVJU
247;84;1013;VREMSKI BRITOF;7;12;1013;VREMSKI BRITOF
248;435;1220;NEVERKE;31;14;1220;NEVERKE
249;302;1237;KAL;22;14;1237;KAL
250;231;5600;SLOVENSKA VAS;10;23;5600;SLOVENSKA VAS
251;53;1013;VREMSKI BRITOF;3;18;50062;Vremski Britof2
252;84;976;FAMLJE;9;9;976;FAMLJE
253;98;1258;PIVKA;6;16;50069;Pivka1
254;403;5607;STARA CERKEV;22;18;5607;STARA CERKEV
255;60;964;ŠKOCJAN;7;9;964;ŠKOCJAN
256;73;5626;GORENJE;5;15;5626;GORENJE
257;300;5620;GORENJE;15;20;5620;GORENJE
258;71;969;DIVAČA;5;14;50060;Divača1
259;220;968;DOLNJE LEŽEČE;17;13;968;DOLNJE LEŽEČE
260;153;1254;KLENIK;11;14;1254;KLENIK
261;197;1257;PIVKA;13;15;1257;PIVKA
262;98;5250;DANE;5;20;5250;DANE
263;174;5241;STARI TRG PRI LOŽU;9;19;5241;STARI TRG PRI LOŽU
264;99;5238;VRH;6;16;5238;VRH
265;96;5243;ŠMARATA;5;19;5243;ŠMARATA
266;103;1071;GORENJE PRI DIVAČI;7;15;1071;GORENJE PRI DIVAČI
267;5145;1052;SEŽANA;109;47;1052;SEŽANA
268;1316;969;DIVAČA;45;29;969;DIVAČA
269;153;5248;PUDOB;10;15;50223;Pudob1
270;218;1262;TRNJE;16;14;1262;TRNJE
271;231;5244;KOZARIŠČE;15;15;5244;KOZARIŠČE
272;161;5592;DOLNJE LOŽINE;10;16;5592;DOLNJE LOŽINE
273;117;5587;GORNJE LOŽINE;9;13;5587;GORNJE LOŽINE
274;64;5239;IGA VAS;3;21;5239;IGA VAS
275;51;970;SENADOLE;4;13;970;SENADOLE
276;345;5700;HRIB-LOŠKI POTOK;24;14;50240;Hrib-Loški potok1
277;90;5546;BUKOVICA;5;18;5546;BUKOVICA
278;1164;5572;PRIGORICA;62;19;5572;PRIGORICA
279;159;5248;PUDOB;10;16;5248;PUDOB
280;150;5579;LIPOVEC;10;15;5579;LIPOVEC
281;225;1259;SELCE;15;15;1259;SELCE
282;58;5240;VIŠEVEK;6;10;50222;Viševek1
283;217;1416;SLAVINA;11;20;1416;SLAVINA
284;91;5268;VRHNIKA PRI LOŽU;6;15;5268;VRHNIKA PRI LOŽU
285;549;1020;SENOŽEČE;27;20;1020;SENOŽEČE
286;50;1417;PRESTRANEK;4;12;1417;PRESTRANEK
287;323;1065;POVIR;22;15;1065;POVIR
288;107;5240;VIŠEVEK;6;18;5240;VIŠEVEK
289;90;1070;MERČE;6;15;1070;MERČE
290;60;5245;PUDOB;6;10;5245;PUDOB
291;178;5263;MARKOVEC;17;10;5263;MARKOVEC
292;80;1074;ŽIRJE;5;16;1074;ŽIRJE
293;328;5700;HRIB-LOŠKI POTOK;17;19;50241;Hrib-Loški potok2
294;62;5535;DANE;7;9;5535;DANE
295;161;5702;MALI LOG;9;18;5702;MALI LOG
296;276;1411;KOČE;22;13;50074;Koče1
297;96;5260;PODCERKEV;9;11;5260;PODCERKEV
298;1135;5262;STARI TRG PRI LOŽU;43;26;5262;STARI TRG PRI LOŽU
299;401;1063;DANE PRI SEŽANI;30;13;1063;DANE PRI SEŽANI
300;262;5565;NEMŠKA VAS;18;15;5565;NEMŠKA VAS
301;75;5574;OTAVICE;6;12;5574;OTAVICE
302;2997;5560;RIBNICA;99;30;5560;RIBNICA
303;242;5261;LOŽ;14;17;5261;LOŽ
304;140;983;DOLENJA VAS;12;12;983;DOLENJA VAS
305;223;1064;ŠMARJE PRI SEŽANI;21;11;1064;ŠMARJE PRI SEŽANI
306;329;1073;ŠTORJE;23;14;1073;ŠTORJE
307;612;1411;KOČE;29;21;50075;Koče2
308;51;0; ;6;8;50703;ROŽIČ VRH
309;58;5666;SMUKA;7;8;5666;SMUKA
310;71;1019;LAŽE;5;14;1019;LAŽE
311;68;5252;GORENJE JEZERO;6;11;5252;GORENJE JEZERO
312;54;5259;PODLOŽ;4;14;5259;PODLOŽ
313;58;1060;VRHOVLJE;3;19;1060;VRHOVLJE
314;484;1411;KOČE;31;16;1411;KOČE
315;99;1449;POSTOJNA;8;12;50076;Postojna1
316;144;5560;RIBNICA;9;16;50231;Ribnica1
317;177;5563;RIBNICA;12;15;5563;RIBNICA
318;132;1107;KREPLJE;10;13;1107;KREPLJE
319;681;1114;ŠEPULJE;50;14;1114;ŠEPULJE
320;118;5543;SAJEVEC;7;17;5543;SAJEVEC
321;460;1108;DUTOVLJE;36;13;1108;DUTOVLJE
322;205;1079;PLISKOVICA;17;12;1079;PLISKOVICA
323;74;5304;BLOŠKA POLICA;9;8;5304;BLOŠKA POLICA
324;135;5533;KOT PRI RIBNICI;13;10;5533;KOT PRI RIBNICI
325;177;5298;ŽEROVNICA;11;16;5298;ŽEROVNICA
326;58;5368;HUDI VRH;5;12;5368;HUDI VRH
327;67;1129;VELIKO POLJE;5;13;1129;VELIKO POLJE
328;65;6316;LAZINA;7;9;6316;LAZINA
329;200;1445;OREHEK;13;15;1445;OREHEK
330;164;1419;RAZDRTO;13;13;1419;RAZDRTO
331;103;5299;LIPSENJ;9;11;5299;LIPSENJ
332;160;5533;KOT PRI RIBNICI;11;15;50230;Kot pri Ribnici1
333;136;5542;BREŽE;9;15;5542;BREŽE
334;53;5414;LIPOVŠICA;4;13;5414;LIPOVŠICA
335;468;5561;RIBNICA;22;21;5561;RIBNICA
336;68;5363;RAVNE NA BLOKAH;6;11;5363;RAVNE NA BLOKAH
337;55;5372;TOPOL;5;11;5372;TOPOL
338;81;1454;GROBIŠČE;8;10;1454;GROBIŠČE
339;942;5553;GRIČ;60;16;5553;GRIČ
340;84;1127;KAZLJE;6;14;1127;KAZLJE
341;235;1423;HRUŠEVJE;18;13;1423;HRUŠEVJE
342;72;5229;ZAPOTOK;8;9;50221;Zapotok1
343;70;1108;DUTOVLJE;6;12;50067;Dutovlje1
344;110;5410;ZAMOSTEC;7;16;5410;ZAMOSTEC
345;156;1451;POSTOJNA;12;13;1451;POSTOJNA
346;258;5285;MARTINJAK;17;15;5285;MARTINJAK
347;107;5530;ZAPOTOK;7;15;5530;ZAPOTOK
348;63;1446;STUDENEC;4;16;1446;STUDENEC
349;59;5371;STUDENEC NA BLOKAH;3;20;5371;STUDENEC NA BLOKAH
350;251;1115;TOMAJ;17;15;1115;TOMAJ
351;69;5406;GLOBEL;7;10;5406;GLOBEL
352;171;5229;ZAPOTOK;13;13;5229;ZAPOTOK
353;768;5404;SODRAŽICA;49;16;5404;SODRAŽICA
354;55;1112;DOBRAVLJE;6;9;1112;DOBRAVLJE
355;233;5284;DOLENJE JEZERO;14;17;5284;DOLENJE JEZERO
356;81;1418;VELIKO UBELJSKO;7;12;1418;VELIKO UBELJSKO
357;466;5300;GRAHOVO;30;16;5300;GRAHOVO
358;62;5297;BLOČICE;4;16;5297;BLOČICE
359;353;5367;VELIKI VRH;24;15;5367;VELIKI VRH
360;283;5537;ŽLEBIČ;20;14;5537;ŽLEBIČ
361;8640;1449;POSTOJNA;132;65;1449;POSTOJNA
362;84;6323;LOPATA;8;10;6323;LOPATA
363;62;6351;LAŠČE;5;12;6351;LAŠČE
364;89;1126;STOMAŽ;7;13;1126;STOMAŽ
365;80;1128;KAZLJE;5;16;1128;KAZLJE
366;151;5407;ŽIMARICE;11;14;5407;ŽIMARICE
367;80;6305;PREVOLE;6;13;6305;PREVOLE
368;71;5408;ŽIMARICE;5;14;5408;ŽIMARICE
369;573;1447;HRENOVICE;46;12;1447;HRENOVICE
370;73;1448;GORIČE;5;15;1448;GORIČE
371;91;6302;ŽVIRČE;8;11;6302;ŽVIRČE
372;185;1103;SKOPO;16;12;1103;SKOPO
373;150;1400;LOZICE;13;12;1400;LOZICE
374;100;1121;AVBER;10;10;1121;AVBER
375;70;1460;MALI OTOK;6;12;1460;MALI OTOK
376;158;16504;TRŽIČ;19;8;16504;TRŽIČ
377;96;1088;BRJE PRI KOMNU;9;11;1088;BRJE PRI KOMNU
378;133;5318;VELIKE BLOKE;10;13;5318;VELIKE BLOKE
379;51;1430;STRANE;4;13;1430;STRANE
380;169;1117;KOPRIVA;11;15;1117;KOPRIVA
381;123;1458;VELIKI OTOK;9;14;1458;VELIKI OTOK
382;96;1455;HRENOVICE;8;12;1455;HRENOVICE
383;445;5287;DOLENJA VAS;25;18;5287;DOLENJA VAS
384;3553;5286;CERKNICA;118;30;5286;CERKNICA
385;144;1456;LANDOL;13;11;1456;LANDOL
386;62;1138;ŠTJAK;6;10;1138;ŠTJAK
387;151;1281;OREHOVICA;10;15;1281;OREHOVICA
388;328;1277;PODRAGA;20;16;1277;PODRAGA
389;75;6582;VIŠNJE;4;19;6582;VIŠNJE
390;58;6294;ČETEŽ PRI STRUGAH;5;12;6294;ČETEŽ PRI STRUGAH
391;56;1401;PODGRIČ;6;9;1401;PODGRIČ
392;62;1122;PONIKVE;4;16;1122;PONIKVE
393;53;1119;RAVNJE;4;13;1119;RAVNJE
394;88;5290;ZELŠE;7;13;5290;ZELŠE
395;187;1461;ZAGON;13;14;1461;ZAGON
396;128;5292;CERKNICA;7;18;5292;CERKNICA
397;130;1144;HRUŠEVICA;8;16;1144;HRUŠEVICA
398;182;1429;ŠMIHEL POD NANOSOM;17;11;1429;ŠMIHEL POD NANOSOM
399;85;5528;VELIKE POLJANE;5;17;5528;VELIKE POLJANE
400;222;1146;TUPELČE;17;13;1146;TUPELČE
401;642;1279;PODBREG;36;18;1279;POREČE
402;55;1078;GABROVICA PRI KOMNU;4;14;50065;Gabrovica pri Komnu1
403;77;1081;VOLČJI GRAD;7;11;1081;VOLČJI GRAD
404;86;6358;PODGOZD;7;12;6358;PODGOZD
405;281;1474;STUDENO;23;12;1474;STUDENO
406;227;5278;UNEC;15;15;50224;Unec1
407;1995;5283;RAKEK;92;22;5283;RAKEK
408;448;5278;UNEC;37;12;5278;UNEC
409;710;1478;PLANINA;44;16;1478;PLANINA
410;194;1468;BELSKO;13;15;1468;BELSKO
411;60;1471;PREDJAMA;6;10;1471;PREDJAMA
412;102;5484;MALA SLEVICA;9;11;5484;MALA SLEVICA
413;55;1149;VEČKOTI;5;11;1149;VEČKOTI
414;61;6330;GRADENC;4;15;6330;GRADENC
415;510;6357;VINKOV VRH;30;17;6357;VINKOV VRH
416;787;5320;SELŠČEK;64;12;5320;SELŠČEK
417;68;6308;VISEJEC;4;17;6308;VISEJEC
418;108;1078;GABROVICA PRI KOMNU;8;14;1078;GABROVICA PRI KOMNU
419;418;1093;KOMEN;23;18;1093;KOMEN
420;1975;1307;VIPAVA;70;28;1307;VIPAVA
421;93;5417;DVORSKA VAS;8;12;5417;DVORSKA VAS
422;359;6289;KOMPOLJE;26;14;6289;KOMPOLJE
423;99;6352;STAVČA VAS;7;14;6352;STAVČA VAS
424;55;1023;NOVA VAS;5;11;1023;NOVA VAS
425;50;1037;BRESTOVICA PRI KOMNU;8;6;1037;BRESTOVICA PRI KOMNU
426;57;6553;PRIMČA VAS;5;11;6553;PRIMČA VAS
427;91;5484;MALA SLEVICA;9;10;50228;Mala Slevnica1
428;152;6602;BREZOVI DOL;12;13;6602;BREZOVI DOL
429;154;1093;KOMEN;12;13;50066;Komen1
430;75;1096;IVANJI GRAD;7;11;1096;IVANJI GRAD
431;196;1303;GOČE;11;18;1303;GOČE
432;118;1150;KOBDILJ;10;12;1150;KOBDILJ
433;140;1301;MANČE;9;16;1301;MANČE
434;59;5319;TOPOL PRI BEGUNJAH;5;12;5319;TOPOL PRI BEGUNJAH
435;99;1098;TOMAČEVICA;9;11;1098;TOMAČEVICA
436;89;5283;RAKEK;9;10;50225;Rakek1
437;919;6339;ŽUŽEMBERK;40;23;6339;ŽUŽEMBERK
438;86;6329;BUDGANJA VAS;6;14;6329;BUDGANJA VAS
439;248;6355;SADINJA VAS PRI DVORU;18;14;6355;SADINJA VAS PRI DVORU
440;137;1470;BUKOVJE;10;14;1470;BUKOVJE
441;65;6354;TREBČA VAS;5;13;6354;TREBČA VAS
442;56;6748;DOBRAVA;6;9;6748;DOBRAVA
443;101;1034;BRESTOVICA PRI KOMNU;8;13;1034;BRESTOVICA PRI KOMNU
444;90;1042;VOJŠČICA;7;13;1042;VOJŠČICA
445;298;1143;ŠTANJEL;25;12;1143;ŠTANJEL
446;111;6284;PODGORA;8;14;6284;PODGORA
447;52;1095;PRESERJE PRI KOMNU;4;13;1095;PRESERJE PRI KOMNU
448;61;5488;SROBOTNIK PRI VEL. LAŠČAH;4;15;5488;SROBOTNIK PRI VEL. LAŠČAH
449;220;6547;KAMNI VRH PRI AMBRUSU;19;12;6547;KAMNI VRH PRI AMBRUSU
450;86;1042;VOJŠČICA;6;14;50064;Vojščica1
451;143;1031;SELA NA KRASU;12;12;1031;SELA NA KRASU
452;85;5322;BEZULJAK;8;11;5322;BEZULJAK
453;137;1300;LOŽE;9;15;1300;LOŽE
454;542;1319;VRHPOLJE;34;16;1319;VRHPOLJE
455;173;1094;SVETO;15;12;1094;SVETO
456;70;1469;GORENJE;5;14;1469;GORENJE
457;243;6288;ZAGORICA;14;17;6288;ZAGORICA
458;118;6286;BRUHANJA VAS;7;17;6286;BRUHANJA VAS
459;57;6572;ZAGRADEC;7;8;50277;Zagradec1
460;542;5468;VELIKE LAŠČE;30;18;5468;VELIKE LAŠČE
